filename,final_path,doc_type,doc_type_semantic,publish_year,reported_hunt_year_inferred,model_target_year,target_year_rule,year_mismatch_flag,needs_relocation,recommended_year_folder,recommended_path
CBEBFE8C__2016_nine_mile_range_creek_bh.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2016\pdf\harvest_report\CBEBFE8C__2016_nine_mile_range_creek_bh.pdf,harvest_report,harvest_report,2016,2016,2017,draw_or_harvest_reported_year_plus_one,no,yes,2017,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\CBEBFE8C__2016_nine_mile_range_creek_bh.pdf
F6DB57FB__2016_antlerless_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2016\pdf\harvest_report\F6DB57FB__2016_antlerless_hr.pdf,harvest_report,harvest_report,2016,2016,2017,draw_or_harvest_reported_year_plus_one,no,yes,2017,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\F6DB57FB__2016_antlerless_hr.pdf
FD22B2D9__2016_n_slope_three_corners_goslin_bh.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2016\pdf\harvest_report\FD22B2D9__2016_n_slope_three_corners_goslin_bh.pdf,harvest_report,harvest_report,2016,2016,2017,draw_or_harvest_reported_year_plus_one,no,yes,2017,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\FD22B2D9__2016_n_slope_three_corners_goslin_bh.pdf
043488DC__2017_le_oial_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\043488DC__2017_le_oial_hr.pdf,harvest_report,harvest_report,2017,2017,2018,draw_or_harvest_reported_year_plus_one,no,yes,2018,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\043488DC__2017_le_oial_hr.pdf
0FE6BFCA__2017_gs_deer_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\0FE6BFCA__2017_gs_deer_hr.pdf,harvest_report,harvest_report,2017,2017,2018,draw_or_harvest_reported_year_plus_one,no,yes,2018,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\0FE6BFCA__2017_gs_deer_hr.pdf
17E33C4D__2017-LaSalPotash_bighorn.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\17E33C4D__2017-LaSalPotash_bighorn.pdf,harvest_report,harvest_report,2017,2017,2018,draw_or_harvest_reported_year_plus_one,no,yes,2018,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\17E33C4D__2017-LaSalPotash_bighorn.pdf
50D4A2A1__2017-OakCreek_bighorn.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\50D4A2A1__2017-OakCreek_bighorn.pdf,harvest_report,harvest_report,2017,2017,2018,draw_or_harvest_reported_year_plus_one,no,yes,2018,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\50D4A2A1__2017-OakCreek_bighorn.pdf
6AECF376__2017-bighorn_harvest.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\6AECF376__2017-bighorn_harvest.pdf,harvest_report,harvest_report,2017,2017,2018,draw_or_harvest_reported_year_plus_one,no,yes,2018,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\6AECF376__2017-bighorn_harvest.pdf
9C65D960__2017-SanJuanLockhart_bighorn.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\9C65D960__2017-SanJuanLockhart_bighorn.pdf,harvest_report,harvest_report,2017,2017,2018,draw_or_harvest_reported_year_plus_one,no,yes,2018,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\9C65D960__2017-SanJuanLockhart_bighorn.pdf
B37EDE43__2017-KaiparowitsEscalante_bighorn.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\B37EDE43__2017-KaiparowitsEscalante_bighorn.pdf,harvest_report,harvest_report,2017,2017,2018,draw_or_harvest_reported_year_plus_one,no,yes,2018,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\B37EDE43__2017-KaiparowitsEscalante_bighorn.pdf
DA57FA0D__2017_antlerless_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\DA57FA0D__2017_antlerless_hr.pdf,harvest_report,harvest_report,2017,2017,2018,draw_or_harvest_reported_year_plus_one,no,yes,2018,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\DA57FA0D__2017_antlerless_hr.pdf
E0B518C9__2017-SanJuanNorth_bighorn.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\E0B518C9__2017-SanJuanNorth_bighorn.pdf,harvest_report,harvest_report,2017,2017,2018,draw_or_harvest_reported_year_plus_one,no,yes,2018,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\E0B518C9__2017-SanJuanNorth_bighorn.pdf
E58C632D__2017-SanJuanSouth_bighorn.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\E58C632D__2017-SanJuanSouth_bighorn.pdf,harvest_report,harvest_report,2017,2017,2018,draw_or_harvest_reported_year_plus_one,no,yes,2018,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\E58C632D__2017-SanJuanSouth_bighorn.pdf
E6D3F0AB__2017-SanJuanRiver_bighorn.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2017\pdf\harvest_report\E6D3F0AB__2017-SanJuanRiver_bighorn.pdf,harvest_report,harvest_report,2017,2017,2018,draw_or_harvest_reported_year_plus_one,no,yes,2018,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\E6D3F0AB__2017-SanJuanRiver_bighorn.pdf
11339B18__2018-kaiparowits.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\11339B18__2018-kaiparowits.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\11339B18__2018-kaiparowits.pdf
17C7BBEA__2018-zion.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\17C7BBEA__2018-zion.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\17C7BBEA__2018-zion.pdf
2BBB0C1A__2018-north-slope-red-canyon.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\2BBB0C1A__2018-north-slope-red-canyon.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\2BBB0C1A__2018-north-slope-red-canyon.pdf
2DC08B69__2018-north-slope-sheep-creek.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\2DC08B69__2018-north-slope-sheep-creek.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\2DC08B69__2018-north-slope-sheep-creek.pdf
39C8D045__2018-north-slope-bare-top.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\39C8D045__2018-north-slope-bare-top.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\39C8D045__2018-north-slope-bare-top.pdf
5362D4A1__2018-san-rafael-south.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\5362D4A1__2018-san-rafael-south.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\5362D4A1__2018-san-rafael-south.pdf
58B665E2__2018-wasatch-west.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\58B665E2__2018-wasatch-west.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\58B665E2__2018-wasatch-west.pdf
714AD5F1__2018-north-slope-hoop-lake.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\714AD5F1__2018-north-slope-hoop-lake.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\714AD5F1__2018-north-slope-hoop-lake.pdf
998F5948__2018-harvest-data.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\998F5948__2018-harvest-data.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\998F5948__2018-harvest-data.pdf
9AA76DD4__2018-central-mtns-nebo.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\9AA76DD4__2018-central-mtns-nebo.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\9AA76DD4__2018-central-mtns-nebo.pdf
9F5340DF__2018-north-slope-goslin.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\9F5340DF__2018-north-slope-goslin.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\9F5340DF__2018-north-slope-goslin.pdf
ECDA0F1D__2018_le_oial_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\ECDA0F1D__2018_le_oial_hr.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\ECDA0F1D__2018_le_oial_hr.pdf
F157C927__2018-san-rafael-north.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\F157C927__2018-san-rafael-north.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\F157C927__2018-san-rafael-north.pdf
F3F82840__2018_gs_deer_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\F3F82840__2018_gs_deer_hr.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\F3F82840__2018_gs_deer_hr.pdf
F5CE0D15__2018_antlerless_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2018\pdf\harvest_report\F5CE0D15__2018_antlerless_hr.pdf,harvest_report,harvest_report,2018,2018,2019,draw_or_harvest_reported_year_plus_one,no,yes,2019,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\F5CE0D15__2018_antlerless_hr.pdf
21F05C54__2019-nine-mile-range-creek.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\21F05C54__2019-nine-mile-range-creek.pdf,harvest_report,harvest_report,2019,2019,2020,draw_or_harvest_reported_year_plus_one,no,yes,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\21F05C54__2019-nine-mile-range-creek.pdf
494E8D81__2019_antlerless_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\494E8D81__2019_antlerless_hr.pdf,harvest_report,harvest_report,2019,2019,2020,draw_or_harvest_reported_year_plus_one,no,yes,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\494E8D81__2019_antlerless_hr.pdf
4B03444B__2019-book-cliffs-rattlesnake.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\4B03444B__2019-book-cliffs-rattlesnake.pdf,harvest_report,harvest_report,2019,2019,2020,draw_or_harvest_reported_year_plus_one,no,yes,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\4B03444B__2019-book-cliffs-rattlesnake.pdf
53131416__2019-oquirrh-stansbury.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\53131416__2019-oquirrh-stansbury.pdf,harvest_report,harvest_report,2019,2019,2020,draw_or_harvest_reported_year_plus_one,no,yes,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\53131416__2019-oquirrh-stansbury.pdf
9AB7DD4C__2019-san-juan-north.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\9AB7DD4C__2019-san-juan-north.pdf,harvest_report,harvest_report,2019,2019,2020,draw_or_harvest_reported_year_plus_one,no,yes,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\9AB7DD4C__2019-san-juan-north.pdf
AF2F3783__2019-san-rafael-dirty-devil.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\AF2F3783__2019-san-rafael-dirty-devil.pdf,harvest_report,harvest_report,2019,2019,2020,draw_or_harvest_reported_year_plus_one,no,yes,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\AF2F3783__2019-san-rafael-dirty-devil.pdf
CB027DE6__2019-henry-mountains.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\CB027DE6__2019-henry-mountains.pdf,harvest_report,harvest_report,2019,2019,2020,draw_or_harvest_reported_year_plus_one,no,yes,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\CB027DE6__2019-henry-mountains.pdf
D0579D88__2019-harvest-data.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\D0579D88__2019-harvest-data.pdf,harvest_report,harvest_report,2019,2019,2020,draw_or_harvest_reported_year_plus_one,no,yes,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\D0579D88__2019-harvest-data.pdf
E3B82D73__2019_gs_deer_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\E3B82D73__2019_gs_deer_hr.pdf,harvest_report,harvest_report,2019,2019,2020,draw_or_harvest_reported_year_plus_one,no,yes,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\E3B82D73__2019_gs_deer_hr.pdf
F4D5A08B__2019-box-elder-newfoundland.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\F4D5A08B__2019-box-elder-newfoundland.pdf,harvest_report,harvest_report,2019,2019,2020,draw_or_harvest_reported_year_plus_one,no,yes,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\F4D5A08B__2019-box-elder-newfoundland.pdf
F64065F0__2019-fillmore-oak-creek.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\F64065F0__2019-fillmore-oak-creek.pdf,harvest_report,harvest_report,2019,2019,2020,draw_or_harvest_reported_year_plus_one,no,yes,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\F64065F0__2019-fillmore-oak-creek.pdf
F9A1C29D__2019_le_oial_all.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\F9A1C29D__2019_le_oial_all.pdf,harvest_report,harvest_report,2019,2019,2020,draw_or_harvest_reported_year_plus_one,no,yes,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\F9A1C29D__2019_le_oial_all.pdf
FF6C99FD__2019-pine-valley.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2019\pdf\harvest_report\FF6C99FD__2019-pine-valley.pdf,harvest_report,harvest_report,2019,2019,2020,draw_or_harvest_reported_year_plus_one,no,yes,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\FF6C99FD__2019-pine-valley.pdf
24b2f6b3__Lifetime general-season deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\24b2f6b3__Lifetime general-season deer draw results.pdf,draw_odds,draw_results,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\24b2f6b3__Lifetime general-season deer draw results.pdf
3f05ae15__Youth draw-only elk bonus point draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\3f05ae15__Youth draw-only elk bonus point draw results.pdf,draw_odds,draw_results,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\3f05ae15__Youth draw-only elk bonus point draw results.pdf
5213601e__turkey_2020_turkey_bonus_points_draw_results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\5213601e__turkey_2020_turkey_bonus_points_draw_results.pdf,draw_odds,draw_results,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\5213601e__turkey_2020_turkey_bonus_points_draw_results.pdf
68991b97__turkey_2020_youth_turkey_draw_results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\68991b97__turkey_2020_youth_turkey_draw_results.pdf,draw_odds,draw_results,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\68991b97__turkey_2020_youth_turkey_draw_results.pdf
97ffae94__black_bear_20_drawing_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\97ffae94__black_bear_20_drawing_odds.pdf,draw_odds,draw_results,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\97ffae94__black_bear_20_drawing_odds.pdf
a0ccd01f__Dedicated Hunter deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\a0ccd01f__Dedicated Hunter deer draw results.pdf,draw_odds,draw_results,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\a0ccd01f__Dedicated Hunter deer draw results.pdf
b6518e1c__Youth Dedicated Hunter deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\b6518e1c__Youth Dedicated Hunter deer draw results.pdf,draw_odds,draw_results,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\b6518e1c__Youth Dedicated Hunter deer draw results.pdf
c4a9d67b__Youth antlerless big game draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\c4a9d67b__Youth antlerless big game draw results.pdf,draw_odds,draw_results,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\c4a9d67b__Youth antlerless big game draw results.pdf
d30a80bb__Antlerless big game draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\d30a80bb__Antlerless big game draw results.pdf,draw_odds,draw_results,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\d30a80bb__Antlerless big game draw results.pdf
e7b234c1__Youth general-season deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\e7b234c1__Youth general-season deer draw results.pdf,draw_odds,draw_results,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\e7b234c1__Youth general-season deer draw results.pdf
f4467d08__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\f4467d08__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf,draw_odds,draw_results,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\f4467d08__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf
fd3c3903__Sportsman draw odds report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\fd3c3903__Sportsman draw odds report.pdf,draw_odds,draw_results,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\fd3c3903__Sportsman draw odds report.pdf
fddbc9d7__General-season buck deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\fddbc9d7__General-season buck deer draw results.pdf,draw_odds,draw_results,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\draw_odds\fddbc9d7__General-season buck deer draw results.pdf
0461C97A__2020_le_oial_all.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\0461C97A__2020_le_oial_all.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\0461C97A__2020_le_oial_all.pdf
0B112A6A__2020_antlerless_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\0B112A6A__2020_antlerless_hr.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\0B112A6A__2020_antlerless_hr.pdf
0b5ca51c__Limited-entry and once-in-a-lifetime species.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\0b5ca51c__Limited-entry and once-in-a-lifetime species.pdf,harvest_report,harvest_report,2020,unknown,2020,draw_or_harvest_reported_year_plus_one,no,no,2020,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\0b5ca51c__Limited-entry and once-in-a-lifetime species.pdf
20_bg_harvest_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2020\pdf\harvest_report\20_bg_harvest_report.pdf,harvest_report,harvest_report,2020,2020,2021,draw_or_harvest_reported_year_plus_one,no,yes,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\20_bg_harvest_report.pdf
