"huntCode","species","sex","huntType","huntClass","area","unitCode","unitNames","weapon","conditions","permitCount","organizations","averageValue","sourceSpecies","sourceRowStart","sourceRowNumbers","matchedPermitRegister","matchedRegisterLabel","matchedCanonicalHunts","boundaryIds","sourceHuntCodes"
"CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","RMEF","Book Cliffs, Bitter Creek/East","book-cliffs-bitter-creek-east","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","11500","Elk","122","System.Object[]","True","Book Cliffs, Bitter Creek/East Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-ARCHERY","Elk","Bull","Conservation","SFW","Book Cliffs, Bitter Creek/East","book-cliffs-bitter-creek-east","System.Object[]","Archery","Archery","1","System.Object[]","15200","Elk","123","System.Object[]","True","Book Cliffs, Bitter Creek/East Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-BOOK-CLIFFS-BITTER-CREEK-EAST-BULL-MULTISEASON","Elk","Bull","Conservation","WCF","Book Cliffs, Bitter Creek/East","book-cliffs-bitter-creek-east","System.Object[]","ALW","ALW","1","System.Object[]","17666.67","Elk","125","System.Object[]","True","Book Cliffs, Bitter Creek/East Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-BOULDER-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","MDF","Boulder","boulder","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","53500","Elk","126","System.Object[]","True","Boulder Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-BOULDER-BULL-MULTISEASON","Elk","Bull","Conservation","MDF","Boulder","boulder","System.Object[]","ALW","ALW","1","System.Object[]","71666.67","Elk","130","System.Object[]","True","Boulder Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-BOULDER-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","SCI","Boulder","boulder","System.Object[]","ALW","ALW","1","System.Object[]","66666.67","Elk","129","System.Object[]","True","Boulder Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-BOULDER-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","SFW","Boulder","boulder","System.Object[]","Any Legal Weapon","Any Legal Weapon, mid","1","System.Object[]","46500","Elk","127","System.Object[]","True","Boulder Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-BOULDER-BULL-ARCHERY","Elk","Bull","Conservation","SFW","Boulder","boulder","System.Object[]","Archery","Archery","1","System.Object[]","46000","Elk","128","System.Object[]","True","Boulder Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-BOULDER-BULL-MUZZLELOADER","Elk","Bull","Conservation","SFW","Boulder","boulder","System.Object[]","Muzzleloader","Muzzleloader","1","System.Object[]","46000","Elk","131","System.Object[]","True","Boulder Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-BOX-ELDER-GROUSE-CREEK-BULL-MULTISEASON","Elk","Bull","Conservation","SFW","Box Elder, Grouse Creek","box-elder-grouse-creek","System.Object[]","ALW","ALW","1","System.Object[]","13000","Elk","132","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-BOX-ELDER-PILOT-MTN-BULL-MULTISEASON","Elk","Bull","Conservation","MDF","Box Elder, Pilot Mtn","box-elder-pilot-mtn","System.Object[]","ALW","ALW","1","System.Object[]","13000","Elk","133","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON","Elk","Antlerless","Conservation","NWTF","Cache","cache","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","800","Antlerless Elk","3","System.Object[]","True","Cache Antlerless Conservation Permit","True","System.Object[]",
"CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON","Elk","Antlerless","Conservation","RMEF","Cache","cache","System.Object[]","Any Legal Weapon","Any Legal Weapon","2","System.Object[]","800","Antlerless Elk","1","System.Object[]","True","Cache Antlerless Conservation Permit","True","System.Object[]",
"CP-ELK-CACHE-ANTLERLESS-ANY-LEGAL-WEAPON","Elk","Antlerless","Conservation","WCF","Cache","cache","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","800","Antlerless Elk","2","System.Object[]","True","Cache Antlerless Conservation Permit","True","System.Object[]",
"CP-ELK-CACHE-MEADOWVILLE-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","RMEF","Cache, Meadowville","cache-meadowville","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","6500","Elk","134","System.Object[]","True","Cache, Meadowville Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-CACHE-MEADOWVILLE-BULL-MULTISEASON","Elk","Bull","Conservation","RMEF","Cache, Meadowville","cache-meadowville","System.Object[]","ALW","ALW","1","System.Object[]","6000","Elk","136","System.Object[]","True","Cache, Meadowville Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-CACHE-MEADOWVILLE-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","SCI","Cache, Meadowville","cache-meadowville","System.Object[]","ALW","ALW","1","System.Object[]","8383.33","Elk","135","System.Object[]","True","Cache, Meadowville Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-CACHE-SOUTH-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","MDF","Cache, South","cache-south","System.Object[]","ALW","ALW","1","System.Object[]","27000","Elk","137","System.Object[]","True","Cache, South Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-CACHE-SOUTH-BULL-MULTISEASON","Elk","Bull","Conservation","SFW","Cache, South","cache-south","System.Object[]","ALW","ALW","1","System.Object[]","23000","Elk","138","System.Object[]","True","Cache, South Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-DIAMOND-MTN-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","MDF","Diamond Mtn","diamond-mtn","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","17000","Elk","139","System.Object[]","True","Diamond Mtn Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-DIAMOND-MTN-BULL-ARCHERY","Elk","Bull","Conservation","MDF","Diamond Mtn","diamond-mtn","System.Object[]","Archery","Archery","1","System.Object[]","13000","Elk","141","System.Object[]","True","Diamond Mtn Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-DIAMOND-MTN-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","MDF","Diamond Mtn","diamond-mtn","System.Object[]","ALW","ALW","1","System.Object[]","21166.67","Elk","142","System.Object[]","True","Diamond Mtn Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-DIAMOND-MTN-BULL-MULTISEASON","Elk","Bull","Conservation","NWTF","Diamond Mtn","diamond-mtn","System.Object[]","ALW","ALW","1","System.Object[]","24500","Elk","143","System.Object[]","True","Diamond Mtn Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-DIAMOND-MTN-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","RMEF","Diamond Mtn","diamond-mtn","System.Object[]","Any Legal Weapon","Any Legal Weapon, mid","1","System.Object[]","15000","Elk","140","System.Object[]","True","Diamond Mtn Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-FILLMORE-PAHVANT-BULL-MULTISEASON","Elk","Bull","Conservation","MDF","Fillmore, Pahvant","fillmore-pahvant","System.Object[]","ALW","ALW","1","System.Object[]","45666.67","Elk","147","System.Object[]","True","Fillmore, Pahvant Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-FILLMORE-PAHVANT-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","RMEF","Fillmore, Pahvant","fillmore-pahvant","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","29000","Elk","144","System.Object[]","True","Fillmore, Pahvant Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-FILLMORE-PAHVANT-BULL-ARCHERY","Elk","Bull","Conservation","SFW","Fillmore, Pahvant","fillmore-pahvant","System.Object[]","Archery","Archery","1","System.Object[]","22000","Elk","145","System.Object[]","True","Fillmore, Pahvant Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-FILLMORE-PAHVANT-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","SFW","Fillmore, Pahvant","fillmore-pahvant","System.Object[]","ALW","ALW","1","System.Object[]","36416.67","Elk","146","System.Object[]","True","Fillmore, Pahvant Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-FISHLAKE-ANTLERLESS-ANY-LEGAL-WEAPON","Elk","Antlerless","Conservation","SCI","Fishlake","fishlake","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","2279.17","Antlerless Elk","5","System.Object[]","True","Fishlake Antlerless Conservation Permit","True","System.Object[]",
"CP-ELK-FISHLAKE-ANTLERLESS-ANY-LEGAL-WEAPON","Elk","Antlerless","Conservation","SFW","Fishlake","fishlake","System.Object[]","Any Legal Weapon","Any Legal Weapon","3","System.Object[]","2279.17","Antlerless Elk","6","System.Object[]","True","Fishlake Antlerless Conservation Permit","True","System.Object[]",
"CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON","Elk","Bull","Conservation","MDF","Fishlake/Thousand Lakes","fishlake-thousand-lakes","System.Object[]","ALW","ALW","1","System.Object[]","34750","Elk","154","System.Object[]","True","Fishlake/Thousand Lakes Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MUZZLELOADER","Elk","Bull","Conservation","MDF","Fishlake/Thousand Lakes","fishlake-thousand-lakes","System.Object[]","Muzzleloader","Muzzleloader","1","System.Object[]","18666.67","Elk","155","System.Object[]","True","Fishlake/Thousand Lakes Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","RMEF","Fishlake/Thousand Lakes","fishlake-thousand-lakes","System.Object[]","ALW","ALW","1","System.Object[]","26625","Elk","152","System.Object[]","True","Fishlake/Thousand Lakes Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-MULTISEASON","Elk","Bull","Conservation","SCI","Fishlake/Thousand Lakes","fishlake-thousand-lakes","System.Object[]","ALW","ALW","1","System.Object[]","34750","Elk","153","System.Object[]","True","Fishlake/Thousand Lakes Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","SFW","Fishlake/Thousand Lakes","fishlake-thousand-lakes","System.Object[]","Any Legal Weapon","System.Object[]","2","System.Object[]","20000","Elk","148","System.Object[]","True","Fishlake/Thousand Lakes Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","SFW","Fishlake/Thousand Lakes","fishlake-thousand-lakes","System.Object[]","ALW","ALW","1","System.Object[]","26625","Elk","151","System.Object[]","True","Fishlake/Thousand Lakes Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-FISHLAKE-THOUSAND-LAKES-BULL-ARCHERY","Elk","Bull","Conservation","UAA","Fishlake/Thousand Lakes","fishlake-thousand-lakes","System.Object[]","Archery","Archery","1","System.Object[]","15500","Elk","150","System.Object[]","True","Fishlake/Thousand Lakes Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON","Elk","Antlerless","Conservation","NWTF","La Sal","la-sal","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","800","Antlerless Elk","9","System.Object[]","True","La Sal Antlerless Conservation Permit","True","System.Object[]",
"CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON","Elk","Antlerless","Conservation","UAA","La Sal","la-sal","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","800","Antlerless Elk","10","System.Object[]","True","La Sal Antlerless Conservation Permit","True","System.Object[]",
"CP-ELK-LA-SAL-ANTLERLESS-ANY-LEGAL-WEAPON","Elk","Antlerless","Conservation","WCF","La Sal","la-sal","System.Object[]","Any Legal Weapon","Any Legal Weapon","2","System.Object[]","800","Antlerless Elk","11","System.Object[]","True","La Sal Antlerless Conservation Permit","True","System.Object[]",
"CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-ARCHERY","Elk","Bull","Conservation","MDF","La Sal, La Sal Mtns","la-sal-la-sal-mtns","System.Object[]","Archery","Archery","1","System.Object[]","15266.67","Elk","158","System.Object[]","True","La Sal, La Sal Mtns Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","MDF","La Sal, La Sal Mtns","la-sal-la-sal-mtns","System.Object[]","ALW","ALW","2","System.Object[]","19000","Elk","159","System.Object[]","True","La Sal, La Sal Mtns Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-MULTISEASON","Elk","Bull","Conservation","MDF","La Sal, La Sal Mtns","la-sal-la-sal-mtns","System.Object[]","ALW","ALW","1","System.Object[]","20833.33","Elk","161","System.Object[]","True","La Sal, La Sal Mtns Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","RMEF","La Sal, La Sal Mtns","la-sal-la-sal-mtns","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","15000","Elk","156","System.Object[]","True","La Sal, La Sal Mtns Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-MULTISEASON","Elk","Bull","Conservation","RMEF","La Sal, La Sal Mtns","la-sal-la-sal-mtns","System.Object[]","ALW","ALW","1","System.Object[]","20833.33","Elk","162","System.Object[]","True","La Sal, La Sal Mtns Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","SFW","La Sal, La Sal Mtns","la-sal-la-sal-mtns","System.Object[]","Any Legal Weapon","Any Legal Weapon, mid","1","System.Object[]","13500","Elk","157","System.Object[]","True","La Sal, La Sal Mtns Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-LA-SAL-LA-SAL-MTNS-BULL-MUZZLELOADER","Elk","Bull","Conservation","SFW","La Sal, La Sal Mtns","la-sal-la-sal-mtns","System.Object[]","Muzzleloader","Muzzleloader","1","System.Object[]","16000","Elk","163","System.Object[]","True","La Sal, La Sal Mtns Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-MANTI-ANTLERLESS-ANY-LEGAL-WEAPON","Elk","Antlerless","Conservation","MDF","Manti","manti","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","2108.33","Antlerless Elk","14","System.Object[]","True","Manti Antlerless Conservation Permit","True","System.Object[]",
"CP-ELK-MANTI-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","MDF","Manti","manti","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","28000","Elk","164","System.Object[]","True","Manti Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-MANTI-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","MDF","Manti","manti","System.Object[]","ALW","ALW","1","System.Object[]","34875","Elk","168","System.Object[]","True","Manti Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-MANTI-BULL-MUZZLELOADER","Elk","Bull","Conservation","MDF","Manti","manti","System.Object[]","Muzzleloader","Muzzleloader","1","System.Object[]","22000","Elk","171","System.Object[]","True","Manti Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-MANTI-BULL-MULTISEASON","Elk","Bull","Conservation","NWTF","Manti","manti","System.Object[]","ALW","ALW","1","System.Object[]","45000","Elk","169","System.Object[]","True","Manti Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-MANTI-BULL-MULTISEASON","Elk","Bull","Conservation","RMEF","Manti","manti","System.Object[]","ALW","ALW","1","System.Object[]","45000","Elk","170","System.Object[]","True","Manti Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-MANTI-ANTLERLESS-ANY-LEGAL-WEAPON","Elk","Antlerless","Conservation","SFW","Manti","manti","System.Object[]","Any Legal Weapon","Any Legal Weapon","3","System.Object[]","2108.33","Antlerless Elk","13","System.Object[]","True","Manti Antlerless Conservation Permit","True","System.Object[]",
"CP-ELK-MANTI-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","SFW","Manti","manti","System.Object[]","Any Legal Weapon","Any Legal Weapon, mid","1","System.Object[]","24500","Elk","165","System.Object[]","True","Manti Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-MANTI-BULL-ARCHERY","Elk","Bull","Conservation","SFW","Manti","manti","System.Object[]","Archery","Archery","1","System.Object[]","21033.33","Elk","166","System.Object[]","True","Manti Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-MANTI-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","UWSF","Manti","manti","System.Object[]","ALW","ALW","1","System.Object[]","34875","Elk","167","System.Object[]","True","Manti Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-MONROE-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","MDF","Monroe","monroe","System.Object[]","ALW","ALW","1","System.Object[]","65000","Elk","174","System.Object[]","True","Monroe Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-MONROE-BULL-MULTISEASON","Elk","Bull","Conservation","RMEF","Monroe","monroe","System.Object[]","ALW","ALW","1","System.Object[]","70333.33","Elk","175","System.Object[]","True","Monroe Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-MONROE-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","SCI","Monroe","monroe","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","52000","Elk","172","System.Object[]","True","Monroe Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-MONROE-BULL-ARCHERY","Elk","Bull","Conservation","SFW","Monroe","monroe","System.Object[]","Archery","Archery","1","System.Object[]","39000","Elk","173","System.Object[]","True","Monroe Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-MT-DUTTON-BULL-ARCHERY","Elk","Bull","Conservation","MDF","Mt Dutton","mt-dutton","System.Object[]","Archery","Archery","1","System.Object[]","29000","Elk","177","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-MT-DUTTON-BULL-MULTISEASON","Elk","Bull","Conservation","MDF","Mt Dutton","mt-dutton","System.Object[]","ALW","ALW","1","System.Object[]","62500","Elk","179","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-MT-DUTTON-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","RMEF","Mt Dutton","mt-dutton","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","38500","Elk","176","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-MT-DUTTON-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","SFW","Mt Dutton","mt-dutton","System.Object[]","ALW","ALW","1","System.Object[]","48250","Elk","178","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-NEBO-SAN-PITCH-MTNS-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","MDF","Nebo/San Pitch Mtns","nebo-san-pitch-mtns","System.Object[]","ALW","ALW","1","System.Object[]","35500","Elk","182","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-NEBO-SAN-PITCH-MTNS-BULL-MULTISEASON","Elk","Bull","Conservation","NWTF","Nebo/San Pitch Mtns","nebo-san-pitch-mtns","System.Object[]","ALW","ALW","1","System.Object[]","41666.67","Elk","183","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-NEBO-SAN-PITCH-MTNS-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","SFW","Nebo/San Pitch Mtns","nebo-san-pitch-mtns","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","28500","Elk","180","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-NEBO-SAN-PITCH-MTNS-BULL-ARCHERY","Elk","Bull","Conservation","SFW","Nebo/San Pitch Mtns","nebo-san-pitch-mtns","System.Object[]","Archery","Archery","1","System.Object[]","21500","Elk","181","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-NORTH-SLOPE-THREE-CORNERS-BULL-MULTISEASON","Elk","Bull","Conservation","NWTF","North Slope, Three Corners","north-slope-three-corners","System.Object[]","ALW","ALW","1","System.Object[]","17666.67","Elk","184","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-PANGUITCH-LAKE-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","MDF","Panguitch Lake","panguitch-lake","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","48500","Elk","185","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-PANGUITCH-LAKE-BULL-MULTISEASON","Elk","Bull","Conservation","MDF","Panguitch Lake","panguitch-lake","System.Object[]","ALW","ALW","1","System.Object[]","80666.67","Elk","187","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-PANGUITCH-LAKE-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","SFW","Panguitch Lake","panguitch-lake","System.Object[]","ALW","ALW","1","System.Object[]","60833.33","Elk","186","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-SAN-JUAN-BULL-ELK-BULL-ARCHERY","Elk","Bull","Conservation","MDF","San Juan Bull Elk","san-juan-bull-elk","System.Object[]","Archery","Archery","1","System.Object[]","40166.67","Elk","190","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-SAN-JUAN-BULL-ELK-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","MDF","San Juan Bull Elk","san-juan-bull-elk","System.Object[]","ALW","ALW","1","System.Object[]","66250","Elk","191","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-SAN-JUAN-BULL-ELK-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","RMEF","San Juan Bull Elk","san-juan-bull-elk","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","53000","Elk","188","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-SAN-JUAN-BULL-ELK-BULL-MULTISEASON","Elk","Bull","Conservation","RMEF","San Juan Bull Elk","san-juan-bull-elk","System.Object[]","ALW","ALW","1","System.Object[]","64000","Elk","192","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-SAN-JUAN-BULL-ELK-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","SFW","San Juan Bull Elk","san-juan-bull-elk","System.Object[]","Any Legal Weapon","Any Legal Weapon, mid","1","System.Object[]","46500","Elk","189","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-ELK-SOUTHWEST-DESERT-SOUTH-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","MDF","Southwest Desert, South","southwest-desert-south","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","22500","Elk","193","System.Object[]","True","Southwest Desert, South Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-SOUTHWEST-DESERT-SOUTH-BULL-MULTISEASON","Elk","Bull","Conservation","MDF","Southwest Desert, South","southwest-desert-south","System.Object[]","ALW","ALW","1","System.Object[]","38583.33","Elk","198","System.Object[]","True","Southwest Desert, South Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-SOUTHWEST-DESERT-SOUTH-BULL-MULTISEASON","Elk","Bull","Conservation","RMEF","Southwest Desert, South","southwest-desert-south","System.Object[]","ALW","ALW","1","System.Object[]","38583.33","Elk","197","System.Object[]","True","Southwest Desert, South Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-SOUTHWEST-DESERT-SOUTH-BULL-MUZZLELOADER","Elk","Bull","Conservation","RMEF","Southwest Desert, South","southwest-desert-south","System.Object[]","Muzzleloader","Muzzleloader","1","System.Object[]","23983.33","Elk","199","System.Object[]","True","Southwest Desert, South Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-SOUTHWEST-DESERT-SOUTH-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","SFW","Southwest Desert, South","southwest-desert-south","System.Object[]","Any Legal Weapon","Any Legal Weapon, mid","1","System.Object[]","20000","Elk","194","System.Object[]","True","Southwest Desert, South Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-SOUTHWEST-DESERT-SOUTH-BULL-HUNTER-S-CHOICE","Elk","Bull","Conservation","SFW","Southwest Desert, South","southwest-desert-south","System.Object[]","ALW","ALW","1","System.Object[]","28333.33","Elk","196","System.Object[]","True","Southwest Desert, South Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-SOUTHWEST-DESERT-SOUTH-BULL-ARCHERY","Elk","Bull","Conservation","UAA","Southwest Desert, South","southwest-desert-south","System.Object[]","Archery","Archery","1","System.Object[]","20166.67","Elk","195","System.Object[]","True","Southwest Desert, South Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-STATEWIDE-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","SFW","Statewide","statewide","System.Object[]","Any Legal Weapon",,"1","System.Object[]","195000","Elk","208","System.Object[]","True","Statewide Elk Conservation Permit","True","System.Object[]",
"CP-ELK-WASATCH-MTNS-ANTLERLESS-ANY-LEGAL-WEAPON","Elk","Antlerless","Conservation","MDF","Wasatch Mtns","wasatch-mtns","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","2237.5","Antlerless Elk","18","System.Object[]","True","Wasatch Mtns Antlerless Conservation Permit","True","System.Object[]",
"CP-ELK-WASATCH-MTNS-BULL-MULTISEASON","Elk","Bull","Conservation","MDF","Wasatch Mtns","wasatch-mtns","System.Object[]","ALW","ALW","1","System.Object[]","33583.33","Elk","206","System.Object[]","True","Wasatch Mtns Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-WASATCH-MTNS-BULL-MUZZLELOADER","Elk","Bull","Conservation","MDF","Wasatch Mtns","wasatch-mtns","System.Object[]","Muzzleloader","Muzzleloader","1","System.Object[]","20166.67","Elk","207","System.Object[]","True","Wasatch Mtns Conservation Permit","True","System.Object[]","System.Object[]"
"CP-ELK-WASATCH-MTNS-ANTLERLESS-ANY-LEGAL-WEAPON","Elk","Antlerless","Conservation","RMEF","Wasatch Mtns","wasatch-mtns","System.Object[]","Any Legal Weapon","Any Legal Weapon","1","System.Object[]","2237.5","Antlerless Elk","17","System.Object[]","True","Wasatch Mtns Antlerless Conservation Permit","True","System.Object[]",
"CP-ELK-WASATCH-MTNS-BULL-ANY-LEGAL-WEAPON","Elk","Bull","Conservation","RMEF","Wasatch Mtns","wasatch-mtns","System.Object[]","Any Legal Weapon","Any Legal Weapon, late","1","System.Object[]","22500","Elk","200","System.Object[]","True","Wasatch Mtns Conservation Permit","True","System.Object[]","System.Object[]"
