hunt_code,column,truth_value,built_value
DB1241,has_bonus_draw,True,1
DB1241,has_antlerless_draw,False,0
DB1241,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1241,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1242,youth_flag,False,0
DB1242,permits_2026_res,,0.0
DB1242,permits_2026_nr,,0.0
DB1242,permits_2026_total,14,0.0
DB1242,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1242,has_harvest,True,1
DB1242,has_bonus_draw,True,1
DB1242,has_antlerless_draw,False,0
DB1242,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1242,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1243,youth_flag,False,0
DB1243,permits_2026_res,,0.0
DB1243,permits_2026_nr,,0.0
DB1243,permits_2026_total,1,0.0
DB1243,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1243,has_harvest,True,1
DB1243,has_bonus_draw,True,1
DB1243,has_antlerless_draw,False,0
DB1243,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1243,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1244,youth_flag,False,0
DB1244,permits_2026_res,,0.0
DB1244,permits_2026_nr,,0.0
DB1244,permits_2026_total,1,0.0
DB1244,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1244,has_harvest,True,1
DB1244,has_bonus_draw,True,1
DB1244,has_antlerless_draw,False,0
DB1244,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1244,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1245,youth_flag,False,0
DB1245,permits_2026_res,,0.0
DB1245,permits_2026_nr,,0.0
DB1245,permits_2026_total,1,0.0
DB1245,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1245,has_harvest,True,1
DB1245,has_bonus_draw,True,1
DB1245,has_antlerless_draw,False,0
DB1245,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1245,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1246,youth_flag,False,0
DB1246,permits_2026_res,,0.0
DB1246,permits_2026_nr,,0.0
DB1246,permits_2026_total,2,0.0
DB1246,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1246,has_harvest,True,1
DB1246,has_bonus_draw,True,1
DB1246,has_antlerless_draw,False,0
DB1246,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1246,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1248,youth_flag,False,0
DB1248,permits_2026_res,,0.0
DB1248,permits_2026_nr,,0.0
DB1248,permits_2026_total,2,0.0
DB1248,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1248,has_harvest,True,1
DB1248,has_bonus_draw,True,1
DB1248,has_antlerless_draw,False,0
DB1248,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1248,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1249,youth_flag,False,0
DB1249,permits_2026_res,,0.0
DB1249,permits_2026_nr,,0.0
DB1249,permits_2026_total,1,0.0
DB1249,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1249,has_harvest,True,1
DB1249,has_bonus_draw,True,1
DB1249,has_antlerless_draw,False,0
DB1249,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1249,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1250,youth_flag,False,0
DB1250,permits_2026_res,,0.0
DB1250,permits_2026_nr,,0.0
DB1250,permits_2026_total,1,0.0
DB1250,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1250,has_harvest,True,1
DB1250,has_bonus_draw,True,1
DB1250,has_antlerless_draw,False,0
DB1250,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1250,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1251,youth_flag,False,0
DB1251,permits_2026_res,,0.0
DB1251,permits_2026_nr,,0.0
DB1251,permits_2026_total,2,0.0
DB1251,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1251,has_harvest,True,1
DB1251,has_bonus_draw,True,1
DB1251,has_antlerless_draw,False,0
DB1251,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1251,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1252,youth_flag,False,0
DB1252,permits_2026_res,,0.0
DB1252,permits_2026_nr,,0.0
DB1252,permits_2026_total,3,0.0
DB1252,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1252,has_harvest,True,1
DB1252,has_bonus_draw,True,1
DB1252,has_antlerless_draw,False,0
DB1252,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1252,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1253,youth_flag,False,0
DB1253,permits_2026_res,,0.0
DB1253,permits_2026_nr,,0.0
DB1253,permits_2026_total,1,0.0
DB1253,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1253,has_harvest,True,1
DB1253,has_bonus_draw,True,1
DB1253,has_antlerless_draw,False,0
DB1253,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1253,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1255,youth_flag,False,0
DB1255,permits_2026_res,,0.0
DB1255,permits_2026_nr,,0.0
DB1255,permits_2026_total,1,0.0
DB1255,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1255,has_harvest,True,1
DB1255,has_bonus_draw,True,1
DB1255,has_antlerless_draw,False,0
DB1255,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1255,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1256,youth_flag,False,0
DB1256,permits_2026_res,,0.0
DB1256,permits_2026_nr,,0.0
DB1256,permits_2026_total,5,0.0
DB1256,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1256,has_harvest,True,1
DB1256,has_bonus_draw,True,1
DB1256,has_antlerless_draw,False,0
DB1256,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1256,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1258,youth_flag,False,0
DB1258,permits_2026_res,,0.0
DB1258,permits_2026_nr,,0.0
DB1258,permits_2026_total,1,0.0
DB1258,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1258,has_harvest,True,1
DB1258,has_bonus_draw,True,1
DB1258,has_antlerless_draw,False,0
DB1258,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1258,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1259,youth_flag,False,0
DB1259,permits_2026_res,,0.0
DB1259,permits_2026_nr,,0.0
DB1259,permits_2026_total,1,0.0
DB1259,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1259,has_harvest,True,1
DB1259,has_bonus_draw,True,1
DB1259,has_antlerless_draw,False,0
DB1259,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1259,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1260,youth_flag,False,0
DB1260,permits_2026_res,,0.0
DB1260,permits_2026_nr,,0.0
DB1260,permits_2026_total,1,0.0
DB1260,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1260,has_harvest,True,1
DB1260,has_bonus_draw,True,1
DB1260,has_antlerless_draw,False,0
DB1260,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1260,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1261,youth_flag,False,0
DB1261,permits_2026_res,,0.0
DB1261,permits_2026_nr,,0.0
DB1261,permits_2026_total,5,0.0
DB1261,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1261,has_harvest,True,1
DB1261,has_bonus_draw,True,1
DB1261,has_antlerless_draw,False,0
DB1261,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1261,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1263,youth_flag,False,0
DB1263,permits_2026_res,,0.0
DB1263,permits_2026_nr,,0.0
DB1263,permits_2026_total,1,0.0
DB1263,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1263,has_harvest,True,1
DB1263,has_bonus_draw,True,1
DB1263,has_antlerless_draw,False,0
DB1263,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1263,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1264,youth_flag,False,0
DB1264,permits_2026_res,,0.0
DB1264,permits_2026_nr,,0.0
DB1264,permits_2026_total,1,0.0
DB1264,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1264,has_harvest,True,1
DB1264,has_bonus_draw,True,1
DB1264,has_antlerless_draw,False,0
DB1264,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1264,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1265,youth_flag,False,0
DB1265,permits_2026_res,,0.0
DB1265,permits_2026_nr,,0.0
DB1265,permits_2026_total,2,0.0
DB1265,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1265,has_harvest,True,1
DB1265,has_bonus_draw,True,1
DB1265,has_antlerless_draw,False,0
DB1265,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1265,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1266,youth_flag,False,0
DB1266,permits_2026_res,,0.0
DB1266,permits_2026_nr,,0.0
DB1266,permits_2026_total,3,0.0
DB1266,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1266,has_harvest,True,1
DB1266,has_bonus_draw,True,1
DB1266,has_antlerless_draw,False,0
DB1266,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1266,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1269,youth_flag,False,0
DB1269,permits_2026_res,,0.0
DB1269,permits_2026_nr,,0.0
DB1269,permits_2026_total,1,0.0
DB1269,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1269,has_harvest,True,1
DB1269,has_bonus_draw,True,1
DB1269,has_antlerless_draw,False,0
DB1269,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1269,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1270,youth_flag,False,0
DB1270,permits_2026_res,,0.0
DB1270,permits_2026_nr,,0.0
DB1270,permits_2026_total,1,0.0
DB1270,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1270,has_harvest,True,1
DB1270,has_bonus_draw,True,1
DB1270,has_antlerless_draw,False,0
DB1270,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1270,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1271,youth_flag,False,0
DB1271,permits_2026_res,,0.0
DB1271,permits_2026_nr,,0.0
DB1271,permits_2026_total,3,0.0
DB1271,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1271,has_harvest,True,1
DB1271,has_bonus_draw,True,1
DB1271,has_antlerless_draw,False,0
DB1271,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1271,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1272,youth_flag,False,0
DB1272,permits_2026_res,,0.0
DB1272,permits_2026_nr,,0.0
DB1272,permits_2026_total,3,0.0
DB1272,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1272,has_harvest,True,1
DB1272,has_bonus_draw,True,1
DB1272,has_antlerless_draw,False,0
DB1272,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1272,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1273,youth_flag,False,0
DB1273,permits_2026_res,,0.0
DB1273,permits_2026_nr,,0.0
DB1273,permits_2026_total,6,0.0
DB1273,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1273,has_harvest,True,1
DB1273,has_bonus_draw,True,1
DB1273,has_antlerless_draw,False,0
DB1273,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1273,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1274,youth_flag,False,0
DB1274,permits_2026_res,,0.0
DB1274,permits_2026_nr,,0.0
DB1274,permits_2026_total,1,0.0
DB1274,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1274,has_harvest,True,1
DB1274,has_bonus_draw,True,1
DB1274,has_antlerless_draw,False,0
DB1274,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1274,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1275,youth_flag,False,0
DB1275,permits_2026_res,,0.0
DB1275,permits_2026_nr,,0.0
DB1275,permits_2026_total,2,0.0
DB1275,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1275,has_harvest,True,1
DB1275,has_bonus_draw,True,1
DB1275,has_antlerless_draw,False,0
DB1275,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1275,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1277,youth_flag,False,0
DB1277,permits_2026_res,,0.0
DB1277,permits_2026_nr,,0.0
DB1277,permits_2026_total,1,0.0
DB1277,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1277,has_harvest,True,1
DB1277,has_bonus_draw,True,1
DB1277,has_antlerless_draw,False,0
DB1277,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1277,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1279,youth_flag,False,0
DB1279,permits_2026_res,,0.0
DB1279,permits_2026_nr,,0.0
DB1279,permits_2026_total,1,0.0
DB1279,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1279,has_harvest,True,1
DB1279,has_bonus_draw,True,1
DB1279,has_antlerless_draw,False,0
DB1279,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1279,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1280,youth_flag,False,0
DB1280,permits_2026_res,,0.0
DB1280,permits_2026_nr,,0.0
DB1280,permits_2026_total,1,0.0
DB1280,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1280,has_harvest,True,1
DB1280,has_bonus_draw,True,1
DB1280,has_antlerless_draw,False,0
DB1280,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1280,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1281,youth_flag,False,0
DB1281,permits_2026_res,,0.0
DB1281,permits_2026_nr,,0.0
DB1281,permits_2026_total,2,0.0
DB1281,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1281,has_harvest,True,1
DB1281,has_bonus_draw,True,1
DB1281,has_antlerless_draw,False,0
DB1281,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1281,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1282,youth_flag,False,0
DB1282,permits_2026_res,,0.0
DB1282,permits_2026_nr,,0.0
DB1282,permits_2026_total,2,0.0
DB1282,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1282,has_harvest,True,1
DB1282,has_bonus_draw,True,1
DB1282,has_antlerless_draw,False,0
DB1282,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1282,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1283,youth_flag,False,0
DB1283,permits_2026_res,,0.0
DB1283,permits_2026_nr,,0.0
DB1283,permits_2026_total,1,0.0
DB1283,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1283,has_harvest,True,1
DB1283,has_bonus_draw,True,1
DB1283,has_antlerless_draw,False,0
DB1283,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1283,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1285,youth_flag,False,0
DB1285,permits_2026_res,,0.0
DB1285,permits_2026_nr,,0.0
DB1285,permits_2026_total,1,0.0
DB1285,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1285,has_harvest,True,1
DB1285,has_bonus_draw,True,1
DB1285,has_antlerless_draw,False,0
DB1285,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1285,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1286,youth_flag,False,0
DB1286,permits_2026_res,,0.0
DB1286,permits_2026_nr,,0.0
DB1286,permits_2026_total,2,0.0
DB1286,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1286,has_harvest,True,1
DB1286,has_bonus_draw,True,1
DB1286,has_antlerless_draw,False,0
DB1286,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1286,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1287,youth_flag,False,0
DB1287,permits_2026_res,,0.0
DB1287,permits_2026_nr,,0.0
DB1287,permits_2026_total,1,0.0
DB1287,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1287,has_harvest,True,1
DB1287,has_bonus_draw,True,1
DB1287,has_antlerless_draw,False,0
DB1287,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1287,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1288,youth_flag,False,0
DB1288,permits_2026_res,,0.0
DB1288,permits_2026_nr,,0.0
DB1288,permits_2026_total,2,0.0
DB1288,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1288,has_harvest,True,1
DB1288,has_bonus_draw,True,1
DB1288,has_antlerless_draw,False,0
DB1288,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1288,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1289,youth_flag,False,0
DB1289,permits_2026_res,,0.0
DB1289,permits_2026_nr,,0.0
DB1289,permits_2026_total,2,0.0
DB1289,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1289,has_harvest,True,1
DB1289,has_bonus_draw,True,1
DB1289,has_antlerless_draw,False,0
DB1289,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1289,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1290,youth_flag,False,0
DB1290,permits_2026_res,,0.0
DB1290,permits_2026_nr,,0.0
DB1290,permits_2026_total,1,0.0
DB1290,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1290,has_harvest,True,1
DB1290,has_bonus_draw,True,1
DB1290,has_antlerless_draw,False,0
DB1290,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1290,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1291,youth_flag,False,0
DB1291,permits_2026_res,,0.0
DB1291,permits_2026_nr,,0.0
DB1291,permits_2026_total,1,0.0
DB1291,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1291,has_harvest,True,1
DB1291,has_bonus_draw,True,1
DB1291,has_antlerless_draw,False,0
DB1291,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1291,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1292,youth_flag,False,0
DB1292,permits_2026_res,,0.0
DB1292,permits_2026_nr,,0.0
DB1292,permits_2026_total,2,0.0
DB1292,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1292,has_harvest,True,1
DB1292,has_bonus_draw,True,1
DB1292,has_antlerless_draw,False,0
DB1292,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1292,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1293,youth_flag,False,0
DB1293,permits_2026_res,,0.0
DB1293,permits_2026_nr,,0.0
DB1293,permits_2026_total,1,0.0
DB1293,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1293,has_harvest,True,1
DB1293,has_bonus_draw,True,1
DB1293,has_antlerless_draw,False,0
DB1293,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1293,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1294,youth_flag,False,0
DB1294,permits_2026_res,,0.0
DB1294,permits_2026_nr,,0.0
DB1294,permits_2026_total,1,0.0
DB1294,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1294,has_harvest,True,1
DB1294,has_bonus_draw,True,1
DB1294,has_antlerless_draw,False,0
DB1294,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1294,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1295,youth_flag,False,0
DB1295,permits_2026_res,,0.0
DB1295,permits_2026_nr,,0.0
DB1295,permits_2026_total,6,0.0
DB1295,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1295,has_harvest,True,1
DB1295,has_bonus_draw,True,1
DB1295,has_antlerless_draw,False,0
DB1295,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1295,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1298,youth_flag,False,0
DB1298,permits_2026_res,,0.0
DB1298,permits_2026_nr,,0.0
DB1298,permits_2026_total,1,0.0
DB1298,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1298,has_harvest,True,1
DB1298,has_bonus_draw,True,1
DB1298,has_antlerless_draw,False,0
DB1298,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1298,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1299,youth_flag,False,0
DB1299,permits_2026_res,,0.0
DB1299,permits_2026_nr,,0.0
DB1299,permits_2026_total,3,0.0
DB1299,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1299,has_harvest,True,1
DB1299,has_bonus_draw,True,1
DB1299,has_antlerless_draw,False,0
DB1299,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1299,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1300,youth_flag,False,0
DB1300,permits_2026_res,,0.0
DB1300,permits_2026_nr,,0.0
DB1300,permits_2026_total,1,0.0
DB1300,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1300,has_harvest,True,1
DB1300,has_bonus_draw,True,1
DB1300,has_antlerless_draw,False,0
DB1300,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1300,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1301,youth_flag,False,0
DB1301,permits_2026_res,,0.0
DB1301,permits_2026_nr,,0.0
DB1301,permits_2026_total,2,0.0
DB1301,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1301,has_harvest,True,1
DB1301,has_bonus_draw,True,1
DB1301,has_antlerless_draw,False,0
DB1301,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1301,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1303,youth_flag,False,0
DB1303,permits_2026_res,,0.0
DB1303,permits_2026_nr,,0.0
DB1303,permits_2026_total,1,0.0
DB1303,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1303,has_harvest,True,1
DB1303,has_bonus_draw,True,1
DB1303,has_antlerless_draw,False,0
DB1303,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1303,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1304,youth_flag,False,0
DB1304,permits_2026_res,,0.0
DB1304,permits_2026_nr,,0.0
DB1304,permits_2026_total,1,0.0
DB1304,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1304,has_harvest,True,1
DB1304,has_bonus_draw,True,1
DB1304,has_antlerless_draw,False,0
DB1304,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1304,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1305,youth_flag,False,0
DB1305,permits_2026_res,,0.0
DB1305,permits_2026_nr,,0.0
DB1305,permits_2026_total,1,0.0
DB1305,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1305,has_harvest,True,1
DB1305,has_bonus_draw,True,1
DB1305,has_antlerless_draw,False,0
DB1305,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1305,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1306,youth_flag,False,0
DB1306,permits_2026_res,,0.0
DB1306,permits_2026_nr,,0.0
DB1306,permits_2026_total,1,0.0
DB1306,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1306,has_harvest,True,1
DB1306,has_bonus_draw,True,1
DB1306,has_antlerless_draw,False,0
DB1306,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1306,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1308,youth_flag,False,0
DB1308,permits_2026_res,,0.0
DB1308,permits_2026_nr,,0.0
DB1308,permits_2026_total,2,0.0
DB1308,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1308,has_harvest,True,1
DB1308,has_bonus_draw,True,1
DB1308,has_antlerless_draw,False,0
DB1308,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1308,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1309,youth_flag,False,0
DB1309,permits_2026_res,,0.0
DB1309,permits_2026_nr,,0.0
DB1309,permits_2026_total,5,0.0
DB1309,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1309,has_harvest,True,1
DB1309,has_bonus_draw,True,1
DB1309,has_antlerless_draw,False,0
DB1309,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1309,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1310,youth_flag,False,0
DB1310,permits_2026_res,,0.0
DB1310,permits_2026_nr,,0.0
DB1310,permits_2026_total,1,0.0
DB1310,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1310,has_harvest,True,1
DB1310,has_bonus_draw,True,1
DB1310,has_antlerless_draw,False,0
DB1310,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1310,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1312,youth_flag,False,0
DB1312,permits_2026_res,,0.0
DB1312,permits_2026_nr,,0.0
DB1312,permits_2026_total,1,0.0
DB1312,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1312,has_harvest,True,1
DB1312,has_bonus_draw,True,1
DB1312,has_antlerless_draw,False,0
DB1312,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1312,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1317,youth_flag,False,0
DB1317,permits_2026_res,,0.0
DB1317,permits_2026_nr,,0.0
DB1317,permits_2026_total,2,0.0
DB1317,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1317,has_harvest,True,1
DB1317,has_bonus_draw,True,1
DB1317,has_antlerless_draw,False,0
DB1317,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1317,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1322,youth_flag,False,0
DB1322,permits_2026_res,,0.0
DB1322,permits_2026_nr,,0.0
DB1322,permits_2026_total,1,0.0
DB1322,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1322,has_harvest,True,1
DB1322,has_bonus_draw,True,1
DB1322,has_antlerless_draw,False,0
DB1322,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1322,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
DB1323,youth_flag,False,0
DB1323,permits_2026_res,,0.0
DB1323,permits_2026_nr,,0.0
DB1323,permits_2026_total,1,0.0
DB1323,permit_status,TOTAL_ONLY,FULL_SPLIT
DB1323,has_harvest,True,1
DB1323,has_bonus_draw,True,1
DB1323,has_antlerless_draw,False,0
DB1323,permit_overlay_source,2026_deer_buck_cwmu.csv,25_bg-odds.pdf
DB1323,data_status,COMPLETE_TOTAL_ONLY,COMPLETE
