hunt_code,page,section,line,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,split_type,species,hunt_name,hunt_type,weapon,sex_type,access_type,permits_total_2025_main,in_main_file,permits_delta_vs_2025_main,source_pdf
EA2040,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2040 Kamas Any Legal Weapon Aug 01 2026 - Jan 31 2027 150 150,,,150,,,150,total_only,Elk,Kamas,Private Lands Only,Any Legal Weapon,Female Only,Public,71,TRUE,79,2026-04-rac-packet.pdf
EA2009,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2009 La Sal Mtns Any Legal Weapon Aug 01 2026 - Jan 31 2027 70 70,,,70,,,70,total_only,Elk,La Sal Mtns,Private Lands Only,Any Legal Weapon,Female Only,Public,70,TRUE,0,2026-04-rac-packet.pdf
EA2011,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2011 Manti Any Legal Weapon Aug 01 2026 - Jan 31 2027 300 300,,,300,,,300,total_only,Elk,Manti,Private Lands Only,Any Legal Weapon,Female Only,Public,298,TRUE,2,2026-04-rac-packet.pdf
EA2002,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2002 Morgan-South Rich Any Legal Weapon Aug 01 2026 - Jan 31 2027 600 600,,,600,,,600,total_only,Elk,Morgan-South Rich,Private Lands Only,Any Legal Weapon,Female Only,Public,193,TRUE,407,2026-04-rac-packet.pdf
EA2016,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2016 Nebo Any Legal Weapon Aug 01 2026 - Jan 31 2027 275 325,,,275,,,325,total_only,Elk,Nebo,Private Lands Only,Any Legal Weapon,Female Only,Public,275,TRUE,50,2026-04-rac-packet.pdf
EA2008,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,"EA2008 Nine Mile, Anthro-Myton Any Legal Weapon Aug 01 2026 - Jan 31 2027 250 250",,,250,,,250,total_only,Elk,"Nine Mile, Anthro-Myton Bench",Private Lands Only,Any Legal Weapon,Female Only,Public,41,TRUE,209,2026-04-rac-packet.pdf
EA2029,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,"EA2029 Nine Mile, Range Creek Any Legal Weapon Aug 01 2026 - Jan 31 2027 150 150",,,150,,,150,total_only,Elk,"Nine Mile, Range Creek",Private Lands Only,Any Legal Weapon,Female Only,Public,88,TRUE,62,2026-04-rac-packet.pdf
EA2005,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,"EA2005 North Slope, West Daggett Any Legal Weapon Aug 01 2026 - Jan 31 2027 100 100",,,100,,,100,total_only,Elk,"North Slope, West Daggett",Private Lands Only,Any Legal Weapon,Female Only,Public,67,TRUE,33,2026-04-rac-packet.pdf
EA2018,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2018 Panguitch Lake Any Legal Weapon Aug 01 2026 - Jan 31 2027 75 75,,,75,,,75,total_only,Elk,Panguitch Lake,Private Lands Only,Any Legal Weapon,Female Only,Public,72,TRUE,3,2026-04-rac-packet.pdf
EA2015,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2015 Paunsaugunt Any Legal Weapon Aug 01 2026 - Jan 31 2027 100 75,,,100,,,75,total_only,Elk,Paunsaugunt,Private Lands Only,Any Legal Weapon,Female Only,Public,93,TRUE,-18,2026-04-rac-packet.pdf
EA2010,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2010 San Juan Any Legal Weapon Aug 01 2026 - Jan 31 2027 50 50,,,50,,,50,total_only,Elk,San Juan,Private Lands Only,Any Legal Weapon,Female Only,Public,50,TRUE,0,2026-04-rac-packet.pdf
EA2028,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2028 Vernal/Bonanza Any Legal Weapon Aug 01 2026 - Jan 31 2027 450 450,,,450,,,450,total_only,Elk,Vernal/Bonanza,Private Lands Only,Any Legal Weapon,Female Only,Public,246,TRUE,204,2026-04-rac-packet.pdf
EA2014,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,"EA2014 Wasatch Mtns, Avintaquin- Any Legal Weapon Aug 01 2026 - Jan 31 2027 400 400",,,400,,,400,total_only,Elk,"Wasatch Mtns, Avintaquin - White River",Private Lands Only,Any Legal Weapon,Female Only,Public,27,TRUE,373,2026-04-rac-packet.pdf
EA2013,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,"EA2013 Wasatch Mtns, Currant Any Legal Weapon Aug 01 2026 - Jan 31 2027 2000 2000",,,2000,,,2000,total_only,Elk,"Wasatch Mtns, Currant Creek",Private Lands Only,Any Legal Weapon,Female Only,Public,148,TRUE,1852,2026-04-rac-packet.pdf
EA2012,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,"EA2012 Wasatch Mtns, West- Any Legal Weapon Aug 01 2026 - Jan 31 2027 400 500",,,400,,,500,total_only,Elk,"Wasatch Mtns, West",Private Lands Only,Any Legal Weapon,Female Only,Public,168,TRUE,332,2026-04-rac-packet.pdf
EA2019,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,"EA2019 West Desert, Tintic Valley Any Legal Weapon Aug 01 2026 - Jan 31 2027 60 60",,,60,,,60,total_only,Elk,"West Desert, Tintic Valley",Private Lands Only,Any Legal Weapon,Female Only,Public,59,TRUE,1,2026-04-rac-packet.pdf
EA2006,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2006 Yellowstone Any Legal Weapon Aug 01 2026 - Jan 31 2027 2000 2000,,,2000,,,2000,total_only,Elk,Yellowstone,Private Lands Only,Any Legal Weapon,Female Only,Public,495,TRUE,1505,2026-04-rac-packet.pdf
EA2020,47,2026 PRIVATE-LANDS-ONLY ANTLERLESS ELK,EA2020 Zion Any Legal Weapon Aug 01 2026 - Jan 31 2027 320 320,,,320,,,320,total_only,Elk,Zion,Private Lands Only,Any Legal Weapon,Female Only,Public,318,TRUE,2,2026-04-rac-packet.pdf
MA1005,50,2026 ANTLERLESS MOOSE HUNT,MA1005 Morgan-South Rich Any Legal Weapon Sept 19 2026 - Oct 18 2026 6 1 7 6 1 7,6,1,7,6,1,7,res_nr_split,Moose,Morgan-South Rich,Antlerless,Any Legal Weapon,Female Only,Public,8,TRUE,-1,2026-04-rac-packet.pdf
MA1007,50,2026 ANTLERLESS MOOSE HUNT,MA1007 Morgan-South Rich Archery Aug 01 2026 - Sept 18 2026 3 0 3 3 0 3,3,0,3,3,0,3,res_nr_split,Moose,Morgan-South Rich,Antlerless,Archery,Female Only,Public,3,TRUE,0,2026-04-rac-packet.pdf
MA1008,50,2026 ANTLERLESS MOOSE HUNT,"MA1008 Wasatch Mtns, Salt Any Legal Weapon Sept 19 2026 - Oct 18 2026 4 1 5 4 1 5",4,1,5,4,1,5,res_nr_split,Moose,"Wasatch Mtns, Salt Lake-Timpanogos",Antlerless,Any Legal Weapon,Female Only,Public,5,TRUE,0,2026-04-rac-packet.pdf
RE1000,51,2026 EWE ROCKY MOUNTAIN BIGHORN SHEEP HUNT,"RE1000 Box Elder, Any Legal Weapon Sept 08 2026 - Sept 16 2026 4 1 5 4 1 5",4,1,5,4,1,5,res_nr_split,Rocky Mountain Bighorn Sheep,"Box Elder, Newfoundland Mtn",Antlerless,Any Legal Weapon,Female Only,Public,5,TRUE,0,2026-04-rac-packet.pdf
