hunt_code,page,section,line,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,split_type,species,hunt_name,hunt_type,weapon,sex_type,access_type,permits_total_2025_main,in_main_file,permits_delta_vs_2025_main,source_pdf
EB3028,25,2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),Early Any Legal Weapon EB3028 2 0 2 3 0 3,2,0,2,3,0,3,res_nr_split,Elk,"Book Cliffs, Little Creek Roadless",Limited Entry,Early Any Legal Weapon,Male Only,Public,2,TRUE,1,2026-04-rac-packet.pdf
EB3167,25,2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),Mid Any Legal Weapon EB3167 3 1 4 4 1 5,3,1,4,4,1,5,res_nr_split,Elk,"Book Cliffs, Little Creek Roadless",Limited Entry,Mid Any Legal Weapon,Male Only,Public,4,TRUE,1,2026-04-rac-packet.pdf
EB3104,25,2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),Multiseason EB3104 1 0 1 1 0 1,1,0,1,1,0,1,res_nr_split,Elk,"Book Cliffs, Little Creek Roadless",Limited Entry,Multiseason,Male Only,Public,1,TRUE,0,2026-04-rac-packet.pdf
EB3079,25,2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),Muzzleloader EB3079 2 0 2 2 0 2,2,0,2,2,0,2,res_nr_split,Elk,"Book Cliffs, Little Creek Roadless",Limited Entry,Muzzleloader,Male Only,Public,1,TRUE,1,2026-04-rac-packet.pdf
EB3145,25,2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),Archery EB3145 28 3 31 31 4 35,28,3,31,31,4,35,res_nr_split,Elk,Boulder,Limited Entry,Archery,Male Only,Public,32,TRUE,3,2026-04-rac-packet.pdf
EB3148,25,2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),Early Any Legal Weapon EB3148 12 1 13 13 1 14,12,1,13,13,1,14,res_nr_split,Elk,Boulder,Limited Entry,Early Any Legal Weapon,Male Only,Public,14,TRUE,0,2026-04-rac-packet.pdf
EB3191,25,2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),Mid Any Legal Weapon EB3191 33 4 37 37 4 41,33,4,37,37,4,41,res_nr_split,Elk,Boulder,Limited Entry,Mid Any Legal Weapon,Male Only,Public,38,TRUE,3,2026-04-rac-packet.pdf
EB3151,25,2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),Late Any Legal Weapon EB3151 19 2 21 22 2 24,19,2,21,22,2,24,res_nr_split,Elk,Boulder,Limited Entry,Late Any Legal Weapon,Male Only,Public,22,TRUE,2,2026-04-rac-packet.pdf
EB3156,25,2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),Multiseason EB3156 4 0 4 4 0 4,4,0,4,4,0,4,res_nr_split,Elk,Boulder,Limited Entry,Multiseason,Male Only,Public,5,TRUE,-1,2026-04-rac-packet.pdf
EB3154,25,2026 LIMITED ENTRY BULL ELK PERMITS (1 of 5),Muzzleloader EB3154 17 2 19 19 2 21,17,2,19,19,2,21,res_nr_split,Elk,Boulder,Limited Entry,Muzzleloader,Male Only,Public,19,TRUE,2,2026-04-rac-packet.pdf
EB3147,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Early Any Legal Weapon EB3147 6 1 7 6 1 7,6,1,7,6,1,7,res_nr_split,Elk,"Box Elder, Grouse Creek",Limited Entry,Early Any Legal Weapon,Male Only,Public,7,TRUE,0,2026-04-rac-packet.pdf
EB3150,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Mid Any Legal Weapon EB3150 12 1 13 12 1 13,12,1,13,12,1,13,res_nr_split,Elk,"Box Elder, Grouse Creek",Limited Entry,Mid Any Legal Weapon,Male Only,Public,12,TRUE,1,2026-04-rac-packet.pdf
EB3153,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Muzzleloader EB3153 2 1 3 2 1 3,2,1,3,2,1,3,res_nr_split,Elk,"Box Elder, Grouse Creek",Limited Entry,Muzzleloader,Male Only,Public,3,TRUE,0,2026-04-rac-packet.pdf
EB3130,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Archery EB3130 3 0 3 2 0 2,3,0,3,2,0,2,res_nr_split,Elk,"Box Elder, Pilot Mtn",Limited Entry,Archery,Male Only,Public,3,TRUE,-1,2026-04-rac-packet.pdf
EB3031,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Early Any Legal Weapon EB3031 9 1 10 6 1 7,9,1,10,6,1,7,res_nr_split,Elk,"Box Elder, Pilot Mtn",Limited Entry,Early Any Legal Weapon,Male Only,Public,12,TRUE,-5,2026-04-rac-packet.pdf
EB3003,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Archery EB3003 11 1 12 9 1 10,11,1,12,9,1,10,res_nr_split,Elk,"Cache, Meadowville",Limited Entry,Archery,Male Only,Public,11,TRUE,-1,2026-04-rac-packet.pdf
EB3032,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Early Any Legal Weapon EB3032 4 1 5 3 1 4,4,1,5,3,1,4,res_nr_split,Elk,"Cache, Meadowville",Limited Entry,Early Any Legal Weapon,Male Only,Public,6,TRUE,-2,2026-04-rac-packet.pdf
EB3169,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Mid Any Legal Weapon EB3169 13 2 15 11 1 12,13,2,15,11,1,12,res_nr_split,Elk,"Cache, Meadowville",Limited Entry,Mid Any Legal Weapon,Male Only,Public,13,TRUE,-1,2026-04-rac-packet.pdf
EB3033,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Late Any Legal Weapon EB3033 7 1 8 6 1 7,7,1,8,6,1,7,res_nr_split,Elk,"Cache, Meadowville",Limited Entry,Late Any Legal Weapon,Male Only,Public,8,TRUE,-1,2026-04-rac-packet.pdf
EB3105,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Multiseason EB3105 1 0 1 1 0 1,1,0,1,1,0,1,res_nr_split,Elk,"Cache, Meadowville",Limited Entry,Multiseason,Male Only,Public,2,TRUE,-1,2026-04-rac-packet.pdf
EB3081,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Muzzleloader EB3081 6 1 7 5 1 6,6,1,7,5,1,6,res_nr_split,Elk,"Cache, Meadowville",Limited Entry,Muzzleloader,Male Only,Public,7,TRUE,-1,2026-04-rac-packet.pdf
EB3005,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Archery EB3005 9 1 10 10 1 11,9,1,10,10,1,11,res_nr_split,Elk,"Cache, South",Limited Entry,Archery,Male Only,Public,10,TRUE,1,2026-04-rac-packet.pdf
EB3036,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Early Any Legal Weapon EB3036 4 0 4 4 0 4,4,0,4,4,0,4,res_nr_split,Elk,"Cache, South",Limited Entry,Early Any Legal Weapon,Male Only,Public,4,TRUE,0,2026-04-rac-packet.pdf
EB3171,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Mid Any Legal Weapon EB3171 10 1 11 11 1 12,10,1,11,11,1,12,res_nr_split,Elk,"Cache, South",Limited Entry,Mid Any Legal Weapon,Male Only,Public,11,TRUE,1,2026-04-rac-packet.pdf
EB3037,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Late Any Legal Weapon EB3037 5 1 6 6 1 7,5,1,6,6,1,7,res_nr_split,Elk,"Cache, South",Limited Entry,Late Any Legal Weapon,Male Only,Public,7,TRUE,0,2026-04-rac-packet.pdf
EB3107,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Multiseason EB3107 1 0 1 1 0 1,1,0,1,1,0,1,res_nr_split,Elk,"Cache, South",Limited Entry,Multiseason,Male Only,Public,2,TRUE,-1,2026-04-rac-packet.pdf
EB3083,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Muzzleloader EB3083 5 1 6 5 1 6,5,1,6,5,1,6,res_nr_split,Elk,"Cache, South",Limited Entry,Muzzleloader,Male Only,Public,6,TRUE,0,2026-04-rac-packet.pdf
EB3020,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Archery EB3020 22 3 25 25 3 28,22,3,25,25,3,28,res_nr_split,Elk,Diamond Mtn,Limited Entry,Archery,Male Only,Public,25,TRUE,3,2026-04-rac-packet.pdf
EB3068,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Early Any Legal Weapon EB3068 9 1 10 10 1 11,9,1,10,10,1,11,res_nr_split,Elk,Diamond Mtn,Limited Entry,Early Any Legal Weapon,Male Only,Public,11,TRUE,0,2026-04-rac-packet.pdf
EB3069,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Mid Any Legal Weapon EB3069 27 3 30 30 3 33,27,3,30,30,3,33,res_nr_split,Elk,Diamond Mtn,Limited Entry,Mid Any Legal Weapon,Male Only,Public,31,TRUE,2,2026-04-rac-packet.pdf
EB3196,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Late Any Legal Weapon EB3196 15 2 17 17 2 19,15,2,17,17,2,19,res_nr_split,Elk,Diamond Mtn,Limited Entry,Late Any Legal Weapon,Male Only,Public,18,TRUE,1,2026-04-rac-packet.pdf
EB3122,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Multiseason EB3122 3 0 3 3 0 3,3,0,3,3,0,3,res_nr_split,Elk,Diamond Mtn,Limited Entry,Multiseason,Male Only,Public,4,TRUE,-1,2026-04-rac-packet.pdf
EB3098,26,2026 LIMITED ENTRY BULL ELK PERMITS (2 of 5),Muzzleloader EB3098 13 2 15 15 2 17,13,2,15,15,2,17,res_nr_split,Elk,Diamond Mtn,Limited Entry,Muzzleloader,Male Only,Public,15,TRUE,2,2026-04-rac-packet.pdf
EB3008,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Archery EB3008 19 2 21 19 2 21,19,2,21,19,2,21,res_nr_split,Elk,"Fillmore, Pahvant",Limited Entry,Archery,Male Only,Public,22,TRUE,-1,2026-04-rac-packet.pdf
EB3042,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Early Any Legal Weapon EB3042 8 1 9 8 1 9,8,1,9,8,1,9,res_nr_split,Elk,"Fillmore, Pahvant",Limited Entry,Early Any Legal Weapon,Male Only,Public,16,TRUE,-7,2026-04-rac-packet.pdf
EB3181,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Mid Any Legal Weapon EB3181 22 3 25 22 3 25,22,3,25,22,3,25,res_nr_split,Elk,"Fillmore, Pahvant",Limited Entry,Mid Any Legal Weapon,Male Only,Public,25,TRUE,0,2026-04-rac-packet.pdf
EB3043,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Late Any Legal Weapon EB3043 13 2 15 13 2 15,13,2,15,13,2,15,res_nr_split,Elk,"Fillmore, Pahvant",Limited Entry,Late Any Legal Weapon,Male Only,Public,16,TRUE,-1,2026-04-rac-packet.pdf
EB3110,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Multiseason EB3110 3 0 3 3 0 3,3,0,3,3,0,3,res_nr_split,Elk,"Fillmore, Pahvant",Limited Entry,Multiseason,Male Only,Public,4,TRUE,-1,2026-04-rac-packet.pdf
EB3086,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Muzzleloader EB3086 12 1 13 12 1 13,12,1,13,12,1,13,res_nr_split,Elk,"Fillmore, Pahvant",Limited Entry,Muzzleloader,Male Only,Public,13,TRUE,0,2026-04-rac-packet.pdf
EB3044,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Late Any Legal Weapon EB3044 6 1 7 6 1 7,6,1,7,6,1,7,res_nr_split,Elk,Dolores Triangle,Limited Entry,Late Any Legal Weapon,Male Only,Public,7,TRUE,0,2026-04-rac-packet.pdf
EB3018,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Archery EB3018 81 9 90 84 9 93,81,9,90,84,9,93,res_nr_split,Elk,Fishlake/Thousand Lakes,Limited Entry,Archery,Male Only,Public,89,TRUE,4,2026-04-rac-packet.pdf
EB3063,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Early Any Legal Weapon EB3063 33 4 37 34 4 38,33,4,37,34,4,38,res_nr_split,Elk,Fishlake/Thousand Lakes,Limited Entry,Early Any Legal Weapon,Male Only,Public,38,TRUE,0,2026-04-rac-packet.pdf
EB3064,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Mid Any Legal Weapon EB3064 96 11 107 99 11 110,96,11,107,99,11,110,res_nr_split,Elk,Fishlake/Thousand Lakes,Limited Entry,Mid Any Legal Weapon,Male Only,Public,108,TRUE,2,2026-04-rac-packet.pdf
EB3065,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Late Any Legal Weapon EB3065 56 6 62 57 6 63,56,6,62,57,6,63,res_nr_split,Elk,Fishlake/Thousand Lakes,Limited Entry,Late Any Legal Weapon,Male Only,Public,64,TRUE,-1,2026-04-rac-packet.pdf
EB3120,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Multiseason EB3120 10 1 11 10 1 11,10,1,11,10,1,11,res_nr_split,Elk,Fishlake/Thousand Lakes,Limited Entry,Multiseason,Male Only,Public,13,TRUE,-2,2026-04-rac-packet.pdf
EB3096,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Muzzleloader EB3096 49 5 54 50 6 56,49,5,54,50,6,56,res_nr_split,Elk,Fishlake/Thousand Lakes,Limited Entry,Muzzleloader,Male Only,Public,55,TRUE,1,2026-04-rac-packet.pdf
EB3009,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Archery EB3009 36 4 40 36 4 40,36,4,40,36,4,40,res_nr_split,Elk,La Sal Mtns,Limited Entry,Archery,Male Only,Public,42,TRUE,-2,2026-04-rac-packet.pdf
EB3045,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Early Any Legal Weapon EB3045 14 2 16 14 2 16,14,2,16,14,2,16,res_nr_split,Elk,La Sal Mtns,Limited Entry,Early Any Legal Weapon,Male Only,Public,17,TRUE,-1,2026-04-rac-packet.pdf
EB3183,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Mid Any Legal Weapon EB3183 42 5 47 42 5 47,42,5,47,42,5,47,res_nr_split,Elk,La Sal Mtns,Limited Entry,Mid Any Legal Weapon,Male Only,Public,48,TRUE,-1,2026-04-rac-packet.pdf
EB3046,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Late Any Legal Weapon EB3046 24 3 27 24 3 27,24,3,27,24,3,27,res_nr_split,Elk,La Sal Mtns,Limited Entry,Late Any Legal Weapon,Male Only,Public,28,TRUE,-1,2026-04-rac-packet.pdf
EB3111,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Multiseason EB3111 5 0 5 5 0 5,5,0,5,5,0,5,res_nr_split,Elk,La Sal Mtns,Limited Entry,Multiseason,Male Only,Public,7,TRUE,-2,2026-04-rac-packet.pdf
EB3087,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Muzzleloader EB3087 22 2 24 22 2 24,22,2,24,22,2,24,res_nr_split,Elk,La Sal Mtns,Limited Entry,Muzzleloader,Male Only,Public,24,TRUE,0,2026-04-rac-packet.pdf
EB3006,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Archery EB3006 157 18 175 148 17 165,157,18,175,148,17,165,res_nr_split,Elk,Manti,Limited Entry,Archery,Male Only,Public,175,TRUE,-10,2026-04-rac-packet.pdf
EB3038,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Early Any Legal Weapon EB3038 65 7 72 61 7 68,65,7,72,61,7,68,res_nr_split,Elk,Manti,Limited Entry,Early Any Legal Weapon,Male Only,Public,72,TRUE,-4,2026-04-rac-packet.pdf
EB3126,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Mid Any Legal Weapon EB3126 186 21 207 175 20 195,186,21,207,175,20,195,res_nr_split,Elk,Manti,Limited Entry,Mid Any Legal Weapon,Male Only,Public,208,TRUE,-13,2026-04-rac-packet.pdf
EB3039,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Late Any Legal Weapon EB3039 108 12 120 102 11 113,108,12,120,102,11,113,res_nr_split,Elk,Manti,Limited Entry,Late Any Legal Weapon,Male Only,Public,122,TRUE,-9,2026-04-rac-packet.pdf
EB3108,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Multiseason EB3108 19 2 21 18 2 20,19,2,21,18,2,20,res_nr_split,Elk,Manti,Limited Entry,Multiseason,Male Only,Public,23,TRUE,-3,2026-04-rac-packet.pdf
EB3084,27,2026 LIMITED ENTRY BULL ELK PERMITS (3 of 5),Muzzleloader EB3084 94 11 105 89 10 99,94,11,105,89,10,99,res_nr_split,Elk,Manti,Limited Entry,Muzzleloader,Male Only,Public,104,TRUE,-5,2026-04-rac-packet.pdf
EB3010,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Archery EB3010 19 2 21 21 2 23,19,2,21,21,2,23,res_nr_split,Elk,Monroe,Limited Entry,Archery,Male Only,Public,2,TRUE,21,2026-04-rac-packet.pdf
EB3047,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Early Any Legal Weapon EB3047 8 1 9 8 1 9,8,1,9,8,1,9,res_nr_split,Elk,Monroe,Limited Entry,Early Any Legal Weapon,Male Only,Public,8,TRUE,1,2026-04-rac-packet.pdf
EB3185,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Mid Any Legal Weapon EB3185 22 3 25 24 3 27,22,3,25,24,3,27,res_nr_split,Elk,Monroe,Limited Entry,Mid Any Legal Weapon,Male Only,Public,11,TRUE,16,2026-04-rac-packet.pdf
EB3048,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Late Any Legal Weapon EB3048 13 1 14 13 2 15,13,1,14,13,2,15,res_nr_split,Elk,Monroe,Limited Entry,Late Any Legal Weapon,Male Only,Public,15,TRUE,0,2026-04-rac-packet.pdf
EB3112,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Multiseason EB3112 2 0 2 3 0 3,2,0,2,3,0,3,res_nr_split,Elk,Monroe,Limited Entry,Multiseason,Male Only,Public,1,TRUE,2,2026-04-rac-packet.pdf
EB3088,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Muzzleloader EB3088 11 1 12 13 1 14,11,1,12,13,1,14,res_nr_split,Elk,Monroe,Limited Entry,Muzzleloader,Male Only,Public,6,TRUE,8,2026-04-rac-packet.pdf
EB3208,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Late Any Legal Weapon EB3208 9 1 10 9 1 10,9,1,10,9,1,10,res_nr_split,Elk,Morgan-South Rich,Limited Entry,Late Any Legal Weapon,Male Only,Public,10,TRUE,0,2026-04-rac-packet.pdf
EB3011,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Archery EB3011 18 2 20 19 2 21,18,2,20,19,2,21,res_nr_split,Elk,Mt Dutton,Limited Entry,Archery,Male Only,Public,21,TRUE,0,2026-04-rac-packet.pdf
EB3049,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Early Any Legal Weapon EB3049 7 1 8 8 1 9,7,1,8,8,1,9,res_nr_split,Elk,Mt Dutton,Limited Entry,Early Any Legal Weapon,Male Only,Public,8,TRUE,1,2026-04-rac-packet.pdf
EB3187,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Mid Any Legal Weapon EB3187 22 2 24 22 3 25,22,2,24,22,3,25,res_nr_split,Elk,Mt Dutton,Limited Entry,Mid Any Legal Weapon,Male Only,Public,25,TRUE,0,2026-04-rac-packet.pdf
EB3050,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Late Any Legal Weapon EB3050 13 1 14 13 2 15,13,1,14,13,2,15,res_nr_split,Elk,Mt Dutton,Limited Entry,Late Any Legal Weapon,Male Only,Public,15,TRUE,0,2026-04-rac-packet.pdf
EB3113,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Multiseason EB3113 2 0 2 3 0 3,2,0,2,3,0,3,res_nr_split,Elk,Mt Dutton,Limited Entry,Multiseason,Male Only,Public,3,TRUE,0,2026-04-rac-packet.pdf
EB3089,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Muzzleloader EB3089 11 1 12 12 1 13,11,1,12,12,1,13,res_nr_split,Elk,Mt Dutton,Limited Entry,Muzzleloader,Male Only,Public,12,TRUE,1,2026-04-rac-packet.pdf
EB3173,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Archery EB3173 22 2 24 29 3 32,22,2,24,29,3,32,res_nr_split,Elk,Nebo/San Pitch Mtns,Limited Entry,Archery,Male Only,Public,25,TRUE,7,2026-04-rac-packet.pdf
EB3175,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Early Any Legal Weapon EB3175 9 1 10 12 1 13,9,1,10,12,1,13,res_nr_split,Elk,Nebo/San Pitch Mtns,Limited Entry,Early Any Legal Weapon,Male Only,Public,9,TRUE,4,2026-04-rac-packet.pdf
EB3177,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Mid Any Legal Weapon EB3177 25 3 28 34 4 38,25,3,28,34,4,38,res_nr_split,Elk,Nebo/San Pitch Mtns,Limited Entry,Mid Any Legal Weapon,Male Only,Public,27,TRUE,11,2026-04-rac-packet.pdf
EB3176,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Late Any Legal Weapon EB3176 14 2 16 20 2 22,14,2,16,20,2,22,res_nr_split,Elk,Nebo/San Pitch Mtns,Limited Entry,Late Any Legal Weapon,Male Only,Public,18,TRUE,4,2026-04-rac-packet.pdf
EB3178,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Multiseason EB3178 3 0 3 4 0 4,3,0,3,4,0,4,res_nr_split,Elk,Nebo/San Pitch Mtns,Limited Entry,Multiseason,Male Only,Public,4,TRUE,0,2026-04-rac-packet.pdf
EB3179,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Muzzleloader EB3179 13 1 14 17 2 19,13,1,14,17,2,19,res_nr_split,Elk,Nebo/San Pitch Mtns,Limited Entry,Muzzleloader,Male Only,Public,12,TRUE,7,2026-04-rac-packet.pdf
EB3013,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Archery EB3013 6 1 7 6 1 7,6,1,7,6,1,7,res_nr_split,Elk,"North Slope, Three Corners",Limited Entry,Archery,Male Only,Public,8,TRUE,-1,2026-04-rac-packet.pdf
EB3210,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Early Any Legal Weapon EB3210 5 0 5 5 0 5,5,0,5,5,0,5,res_nr_split,Elk,"North Slope, Three Corners",Limited Entry,Early Any Legal Weapon,Male Only,Public,5,TRUE,0,2026-04-rac-packet.pdf
EB3053,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Mid Any Legal Weapon EB3053 9 1 10 9 1 10,9,1,10,9,1,10,res_nr_split,Elk,"North Slope, Three Corners",Limited Entry,Mid Any Legal Weapon,Male Only,Public,11,TRUE,-1,2026-04-rac-packet.pdf
EB3115,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Multiseason EB3115 1 0 1 1 0 1,1,0,1,1,0,1,res_nr_split,Elk,"North Slope, Three Corners",Limited Entry,Multiseason,Male Only,Public,2,TRUE,-1,2026-04-rac-packet.pdf
EB3091,28,2026 LIMITED ENTRY BULL ELK PERMITS (4 of 5),Muzzleloader EB3091 4 0 4 4 0 4,4,0,4,4,0,4,res_nr_split,Elk,"North Slope, Three Corners",Limited Entry,Muzzleloader,Male Only,Public,4,TRUE,0,2026-04-rac-packet.pdf
EB3015,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Archery EB3015 16 2 18 17 2 19,16,2,18,17,2,19,res_nr_split,Elk,Panguitch Lake,Limited Entry,Archery,Male Only,Public,18,TRUE,1,2026-04-rac-packet.pdf
EB3056,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Early Any Legal Weapon EB3056 6 1 7 7 1 8,6,1,7,7,1,8,res_nr_split,Elk,Panguitch Lake,Limited Entry,Early Any Legal Weapon,Male Only,Public,12,TRUE,-4,2026-04-rac-packet.pdf
EB3189,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Mid Any Legal Weapon EB3189 19 2 21 20 2 22,19,2,21,20,2,22,res_nr_split,Elk,Panguitch Lake,Limited Entry,Mid Any Legal Weapon,Male Only,Public,22,TRUE,0,2026-04-rac-packet.pdf
EB3057,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Late Any Legal Weapon EB3057 11 1 12 12 1 13,11,1,12,12,1,13,res_nr_split,Elk,Panguitch Lake,Limited Entry,Late Any Legal Weapon,Male Only,Public,13,TRUE,0,2026-04-rac-packet.pdf
EB3117,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Multiseason EB3117 2 0 2 2 0 2,2,0,2,2,0,2,res_nr_split,Elk,Panguitch Lake,Limited Entry,Multiseason,Male Only,Public,3,TRUE,-1,2026-04-rac-packet.pdf
EB3093,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Muzzleloader EB3093 10 1 11 10 1 11,10,1,11,10,1,11,res_nr_split,Elk,Panguitch Lake,Limited Entry,Muzzleloader,Male Only,Public,12,TRUE,-1,2026-04-rac-packet.pdf
EB3019,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Archery EB3019 26 3 29 29 3 32,26,3,29,29,3,32,res_nr_split,Elk,San Juan Bull Elk,Limited Entry,Archery,Male Only,Public,30,TRUE,2,2026-04-rac-packet.pdf
EB3066,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Early Any Legal Weapon EB3066 11 1 12 12 1 13,11,1,12,12,1,13,res_nr_split,Elk,San Juan Bull Elk,Limited Entry,Early Any Legal Weapon,Male Only,Public,19,TRUE,-6,2026-04-rac-packet.pdf
EB3194,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Mid Any Legal Weapon EB3194 31 3 34 33 4 37,31,3,34,33,4,37,res_nr_split,Elk,San Juan Bull Elk,Limited Entry,Mid Any Legal Weapon,Male Only,Public,35,TRUE,2,2026-04-rac-packet.pdf
EB3067,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Late Any Legal Weapon EB3067 18 2 20 20 2 22,18,2,20,20,2,22,res_nr_split,Elk,San Juan Bull Elk,Limited Entry,Late Any Legal Weapon,Male Only,Public,21,TRUE,1,2026-04-rac-packet.pdf
EB3121,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Multiseason EB3121 3 0 3 4 0 4,3,0,3,4,0,4,res_nr_split,Elk,San Juan Bull Elk,Limited Entry,Multiseason,Male Only,Public,4,TRUE,0,2026-04-rac-packet.pdf
EB3097,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Muzzleloader EB3097 15 2 17 17 2 19,15,2,17,17,2,19,res_nr_split,Elk,San Juan Bull Elk,Limited Entry,Muzzleloader,Male Only,Public,17,TRUE,2,2026-04-rac-packet.pdf
EB3146,29,2026 LIMITED ENTRY BULL ELK PERMITS (5 of 5),Archery EB3146 37 4 41 39 4 43,37,4,41,39,4,43,res_nr_split,Elk,"Southwest Desert, South",Limited Entry,Archery,Male Only,Public,43,TRUE,0,2026-04-rac-packet.pdf
