year,hunt_number,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,access_type,permits_res,permits_nr,permits_total,hunters,harvest,success_percent,avg_days,satisfaction,source_type
2025,LO1613,"Beaver, East",Deer,Male Only,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,5.0,0.0,0.0,4.8,2.5,2025 carry-forward / hunt_join_2025
2026,LO1613,"Beaver, East",Deer,Male Only,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1614,"Beaver, West",Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,1.0,1.0,100.0,7.0,5.0,2025 carry-forward / hunt_join_2025
2026,LO1614,"Beaver, West",Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1615,"Beaver, West",Deer,Male Only,General Season - Private Land Only,Muzzleloader,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1615,"Beaver, West",Deer,Male Only,General Season - Private Land Only,Muzzleloader,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1616,"Beaver, West",Deer,Male Only,General Season - Private Land Only,Restricted Rifle,Private Land Only,Public,,,,3.0,1.0,33.3,3.7,4.0,2025 carry-forward / hunt_join_2025
2026,LO1616,"Beaver, West",Deer,Male Only,General Season - Private Land Only,Restricted Rifle,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1617,"West Desert, Swasey",Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1617,"West Desert, Swasey",Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1618,"West Desert, Swasey",Deer,Male Only,General Season - Private Land Only,Muzzleloader,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1618,"West Desert, Swasey",Deer,Male Only,General Season - Private Land Only,Muzzleloader,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1619,"West Desert, Swasey",Deer,Male Only,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,3.0,3.0,100.0,4.0,5.0,2025 carry-forward / hunt_join_2025
2026,LO1619,"West Desert, Swasey",Deer,Male Only,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1620,Oquirrh/Tintic,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1620,Oquirrh/Tintic,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1621,Oquirrh/Tintic,Deer,Male Only,General Season - Private Land Only,Muzzleloader,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1621,Oquirrh/Tintic,Deer,Male Only,General Season - Private Land Only,Muzzleloader,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1622,Oquirrh/Tintic,Deer,Male Only,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,5.0,5.0,100.0,2.6,4.6,2025 carry-forward / hunt_join_2025
2026,LO1622,Oquirrh/Tintic,Deer,Male Only,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1623,Cedar/Stansbury,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1623,Cedar/Stansbury,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1624,Cedar/Stansbury,Deer,Male Only,General Season - Private Land Only,Muzzleloader,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1624,Cedar/Stansbury,Deer,Male Only,General Season - Private Land Only,Muzzleloader,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1625,Cedar/Stansbury,Deer,Male Only,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,1.0,0.0,0.0,8.0,2.0,2025 carry-forward / hunt_join_2025
2026,LO1625,Cedar/Stansbury,Deer,Male Only,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1627,Cache,Deer,Male Only,General Season - Private Land Only,Restricted Rifle,Private Land Only,Public,,,,8.0,6.0,75.0,4.4,3.2,2025 carry-forward / hunt_join_2025
2026,LO1627,Cache,Deer,Male Only,General Season - Private Land Only,Restricted Rifle,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1628,Cache,Deer,Male Only,General Season - Private Land Only,Muzzleloader,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1628,Cache,Deer,Male Only,General Season - Private Land Only,Muzzleloader,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1629,Boulder/Kaiparowits,Deer,Male Only,General Season - Private Land Only,Restricted Rifle,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1629,Boulder/Kaiparowits,Deer,Male Only,General Season - Private Land Only,Restricted Rifle,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1630,Boulder/Kaiparowits,Deer,Male Only,General Season - Private Land Only,Muzzleloader,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1630,Boulder/Kaiparowits,Deer,Male Only,General Season - Private Land Only,Muzzleloader,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1631,Box Elder,Deer,Male Only,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,3.0,0.0,0.0,3.5,3.0,2025 carry-forward / hunt_join_2025
2026,LO1631,Box Elder,Deer,Male Only,General Season - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LP5025,Beaver - Private Land Only,Pronghorn,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,1.0,1.0,100.0,1.0,4.0,2025 carry-forward / hunt_join_2025
2026,LP5025,Beaver - Private Land Only,Pronghorn,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LP5031,"Box Elder, West - Private Land Only",Pronghorn,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,1.0,1.0,100.0,1.0,5.0,2025 carry-forward / hunt_join_2025
2026,LP5031,"Box Elder, West - Private Land Only",Pronghorn,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LP5033,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,1.0,1.0,100.0,1.0,5.0,2025 carry-forward / hunt_join_2025
2026,LP5033,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LP5046,"San Rafael, North - Private Land Only",Pronghorn,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,1.0,1.0,100.0,1.0,4.0,2025 carry-forward / hunt_join_2025
2026,LP5046,"San Rafael, North - Private Land Only",Pronghorn,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LP5049,Southwest Desert - Private Land Only,Pronghorn,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,1.0,1.0,100.0,3.0,3.0,2025 carry-forward / hunt_join_2025
2026,LP5049,Southwest Desert - Private Land Only,Pronghorn,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LP5051,"West Desert, Rush Valley - Private Land Only",Pronghorn,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,0.0,0.0,,,,2025 carry-forward / hunt_join_2025
2026,LP5051,"West Desert, Rush Valley - Private Land Only",Pronghorn,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,MA1005,Morgan-South Rich,Moose,Antlerless,Limited Entry,Any Legal Weapon,Limited Entry,Public,6.0,1.0,7.0,8.0,3.0,37.5,3.6,3.1,2025 carry-forward / hunt_join_2025
2026,MA1005,Morgan-South Rich,Moose,Antlerless,Limited Entry,Any Legal Weapon,Limited Entry,Public,6.0,1.0,7.0,,,,,,2026 official/source build
2025,MA1007,Morgan-South Rich,Moose,Antlerless,Limited Entry,Archery,Limited Entry,Public,3.0,0.0,3.0,2.0,2.0,100.0,8.0,3.0,2025 carry-forward / hunt_join_2025
2026,MA1007,Morgan-South Rich,Moose,Antlerless,Limited Entry,Archery,Limited Entry,Public,3.0,0.0,3.0,,,,,,2026 official/source build
2025,MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,Limited Entry,Any Legal Weapon,Limited Entry,Public,4.0,1.0,5.0,5.0,5.0,100.0,4.0,4.4,2025 carry-forward / hunt_join_2025
2026,MA1008,"Wasatch Mtns, Salt Lake-Timpanogos",Moose,Antlerless,Limited Entry,Any Legal Weapon,Limited Entry,Public,4.0,1.0,5.0,,,,,,2026 official/source build
2025,MA1009,Causey Spring CWMU,Moose,Antlerless,CWMU,Any Legal Weapon,CWMU,CWMU,,,,1.0,1.0,100.0,1.0,5.0,2025 carry-forward / hunt_join_2025
2026,MA1009,Causey Spring CWMU,Moose,Antlerless,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,MA1010,Deseret CWMU,Moose,Antlerless,CWMU,Any Legal Weapon,CWMU,CWMU,,,,3.0,3.0,100.0,2.0,5.0,2025 carry-forward / hunt_join_2025
2026,MA1010,Deseret CWMU,Moose,Antlerless,CWMU,Any Legal Weapon,CWMU,CWMU,0.0,0.0,0.0,,,,,,2026 official/source build
2025,MB1000,Moose - Statewide Permit,Moose,Male Only,Statewide,Any Legal Weapon,Statewide,Public,,,,2.0,2.0,100.0,11.0,5.0,2025 carry-forward / hunt_join_2025
2026,MB1000,Moose - Statewide Permit,Moose,Male Only,Statewide,Any Legal Weapon,Statewide,Public,,,,,,,,,2026 official/source build
2025,MB6000,Cache,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,12.0,3.0,15.0,16.0,16.0,100.0,8.4,4.4,2025 carry-forward / hunt_join_2025
2026,MB6000,Cache,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,14.0,3.0,17.0,,,,,,2026 official/source build
2025,MB6001,Chalk Creek,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,3.0,0.0,3.0,3.0,3.0,100.0,3.3,4.7,2025 carry-forward / hunt_join_2025
2026,MB6001,Chalk Creek,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,4.0,0.0,4.0,,,,,,2026 official/source build
2025,MB6002,East Canyon,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,5.0,0.0,5.0,5.0,5.0,100.0,11.0,4.2,2025 carry-forward / hunt_join_2025
2026,MB6002,East Canyon,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,5.0,0.0,5.0,,,,,,2026 official/source build
2025,MB6003,"East Canyon, Morgan-Summit",Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,4.0,0.0,4.0,5.0,5.0,100.0,5.5,3.8,2025 carry-forward / hunt_join_2025
2026,MB6003,"East Canyon, Morgan-Summit",Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,5.0,0.0,5.0,,,,,,2026 official/source build
2025,MB6004,Kamas,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,5.0,0.0,5.0,5.0,4.0,80.0,10.2,4.4,2025 carry-forward / hunt_join_2025
2026,MB6004,Kamas,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,6.0,0.0,6.0,,,,,,2026 official/source build
2025,MB6005,Morgan-South Rich,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,6.0,0.0,6.0,6.0,5.0,83.3,6.3,4.5,2025 carry-forward / hunt_join_2025
2026,MB6005,Morgan-South Rich,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,6.0,0.0,6.0,,,,,,2026 official/source build
2025,MB6006,"North Slope, Summit",Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,19.0,3.0,22.0,25.0,24.0,96.0,7.7,4.4,2025 carry-forward / hunt_join_2025
2026,MB6006,"North Slope, Summit",Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,20.0,3.0,23.0,,,,,,2026 official/source build
2025,MB6007,"North Slope, Three Corners/West Daggett",Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,6.0,2.0,8.0,8.0,8.0,100.0,9.9,3.9,2025 carry-forward / hunt_join_2025
2026,MB6007,"North Slope, Three Corners/West Daggett",Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,6.0,2.0,8.0,,,,,,2026 official/source build
2025,MB6008,Ogden,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,7.0,0.0,7.0,7.0,7.0,100.0,8.0,4.7,2025 carry-forward / hunt_join_2025
2026,MB6008,Ogden,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,7.0,0.0,7.0,,,,,,2026 official/source build
2025,MB6009,Diamond Mtn/Vernal,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,2.0,0.0,2.0,2.0,1.0,50.0,8.0,1.0,2025 carry-forward / hunt_join_2025
2026,MB6009,Diamond Mtn/Vernal,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,2.0,0.0,2.0,,,,,,2026 official/source build
2025,MB6010,Yellowstone,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,5.0,0.0,5.0,5.0,5.0,100.0,10.5,5.0,2025 carry-forward / hunt_join_2025
2026,MB6010,Yellowstone,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,6.0,0.0,6.0,,,,,,2026 official/source build
2025,MB6011,Wasatch Mtns/Central Mtns,Moose,Male Only,Once-in-a-lifetime,Any Legal Weapon,Once-in-a-Lifetime,Public,19.0,3.0,22.0,23.0,20.0,87.0,11.0,4.2,2025 carry-forward / hunt_join_2025
