year,hunt_number,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,access_type,permits_res,permits_nr,permits_total,hunters,harvest,success_percent,avg_days,satisfaction,source_type
2026,LD1023,Diamond Mtn - Private Land Only,Deer,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LD1108,Thousand Lakes - Private Land Only,Deer,Male Only,Limited Entry - Private Land Only,Restricted Rifle,Private Land Only,Public,,,,1.0,0.0,0.0,5.0,3.0,2025 carry-forward / hunt_join_2025
2026,LD1108,Thousand Lakes - Private Land Only,Deer,Male Only,Limited Entry - Private Land Only,Restricted Rifle,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO0008,Diamond Mtn Landowner Association,Deer,Male Only,Limited Entry - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO0008,Diamond Mtn Landowner Association,Deer,Male Only,Limited Entry - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO0009,Diamond Mtn Landowner Association,Deer,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,25.0,25.0,100.0,2.7,4.3,2025 carry-forward / hunt_join_2025
2026,LO0009,Diamond Mtn Landowner Association,Deer,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO0011,Diamond Mtn Landowner Association,Elk,Male Only,Limited Entry - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO0011,Diamond Mtn Landowner Association,Elk,Male Only,Limited Entry - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO0012,Diamond Mtn Landowner Association,Elk,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,12.0,12.0,100.0,2.0,4.3,2025 carry-forward / hunt_join_2025
2026,LO0012,Diamond Mtn Landowner Association,Elk,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO0013,Diamond Mtn Landowner Association,Elk,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,9.0,9.0,100.0,3.0,5.0,2025 carry-forward / hunt_join_2025
2026,LO0013,Diamond Mtn Landowner Association,Elk,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO0014,Diamond Mtn Landowner Association,Elk,Male Only,Limited Entry - Private Land Only,Muzzleloader,Private Land Only,Public,,,,5.0,5.0,100.0,3.2,5.0,2025 carry-forward / hunt_join_2025
2026,LO0014,Diamond Mtn Landowner Association,Elk,Male Only,Limited Entry - Private Land Only,Muzzleloader,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO0015,Diamond Mtn Landowner Association,Elk,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,2.0,0.0,0.0,7.5,4.5,2025 carry-forward / hunt_join_2025
2026,LO0015,Diamond Mtn Landowner Association,Elk,Male Only,Limited Entry - Private Land Only,Any Legal Weapon,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1501,Box Elder,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1501,Box Elder,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1502,Cache,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,1.0,1.0,100.0,5.0,2.0,2025 carry-forward / hunt_join_2025
2026,LO1502,Cache,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1503,Manti/San Rafael,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1503,Manti/San Rafael,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1504,Nebo,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1504,Nebo,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1506,Fillmore,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,1.0,0.0,0.0,7.0,5.0,2025 carry-forward / hunt_join_2025
2026,LO1506,Fillmore,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1508,Kamas,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1508,Kamas,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1509,"La Sal, La Sal Mtns",Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1509,"La Sal, La Sal Mtns",Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1510,Monroe,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1510,Monroe,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1511,Mt Dutton,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,1.0,0.0,0.0,15.0,3.0,2025 carry-forward / hunt_join_2025
2026,LO1511,Mt Dutton,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1512,Nine Mile,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,3.0,1.0,33.3,7.7,1.7,2025 carry-forward / hunt_join_2025
2026,LO1512,Nine Mile,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1513,North Slope,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1513,North Slope,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1514,Ogden,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,2.0,2.0,100.0,3.5,5.0,2025 carry-forward / hunt_join_2025
2026,LO1514,Ogden,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1516,Panguitch Lake,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,2.0,2.0,100.0,10.0,4.0,2025 carry-forward / hunt_join_2025
2026,LO1516,Panguitch Lake,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1517,Pine Valley,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,1.0,0.0,0.0,2.0,2.0,2025 carry-forward / hunt_join_2025
2026,LO1517,Pine Valley,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Public,,,,,,,,,2026 official/source build
2025,LO1518,Boulder/Kaiparowits,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1518,Boulder/Kaiparowits,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1519,Fishlake,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1519,Fishlake,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1521,"San Juan, Abajo Mtns",Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1521,"San Juan, Abajo Mtns",Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
2025,LO1522,Vernal/Bonanza,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2025 carry-forward / hunt_join_2025
2026,LO1522,Vernal/Bonanza,Deer,Male Only,General Season - Private Land Only,Archery,Private Land Only,Private Land Only,,,,,,,,,2026 official/source build
